,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score
0,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,&#41;,Oskar Blues Brewery,American Strong Ale,8.70 %,"{'rtable_Beer_Name', 'rtable_Style', 'rtable_ABV', 'rtable_Brew_Factory_Name'}",0.9316110292434693
15,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Barley Wine,-,,0.06498897075653076
1,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,&#41;,Figure Eight Brewing,Barley Wine,-,"('rtable_Beer_Name',)",0.4111096858978272
2,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Oskar Blues Brewery,Barley Wine,-,"('rtable_Brew_Factory_Name',)",0.06951703131198883
3,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,American Strong Ale,-,"('rtable_Style',)",0.04723668843507767
4,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Barley Wine,8.70 %,"('rtable_ABV',)",0.10201779007911682
5,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,&#41;,Oskar Blues Brewery,Barley Wine,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')",0.4354210495948792
6,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,&#41;,Figure Eight Brewing,American Strong Ale,-,"('rtable_Beer_Name', 'rtable_Style')",0.31989550590515137
7,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,&#41;,Figure Eight Brewing,Barley Wine,8.70 %,"('rtable_Beer_Name', 'rtable_ABV')",0.5862125754356384
8,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Oskar Blues Brewery,American Strong Ale,-,"('rtable_Brew_Factory_Name', 'rtable_Style')",0.050704266875982285
9,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Oskar Blues Brewery,Barley Wine,8.70 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')",0.10930383950471878
10,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,American Strong Ale,8.70 %,"('rtable_Style', 'rtable_ABV')",0.07516775280237198
11,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,&#41;,Oskar Blues Brewery,American Strong Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')",0.3418179750442505
12,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,&#41;,Oskar Blues Brewery,Barley Wine,8.70 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')",0.6104983687400818
13,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,&#41;,Figure Eight Brewing,American Strong Ale,8.70 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')",0.487257182598114
14,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Oskar Blues Brewery,American Strong Ale,8.70 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')",0.08057248592376709
