,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score
0,Tongue Buckler Cask W/Ginger And Lemongrass,Ballast Point Brewing Company,American,10.00 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"{'ltable_Beer_Name', 'ltable_Style', 'ltable_ABV', 'ltable_Brew_Factory_Name'}",0.3998081088066101
15,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,,0.7921569347381592
1,Tongue Buckler Cask W/Ginger And Lemongrass,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name',)",0.6510086059570312
2,Honey Basil Amber,Ballast Point Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Brew_Factory_Name',)",0.8640219569206238
3,Honey Basil Amber,Rude Hippo Brewing Company,American,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style',)",0.8510416746139526
4,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,10.00 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_ABV',)",0.7277409434318542
5,Tongue Buckler Cask W/Ginger And Lemongrass,Ballast Point Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')",0.659763514995575
6,Tongue Buckler Cask W/Ginger And Lemongrass,Rude Hippo Brewing Company,American,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Style')",0.6395572423934937
7,Tongue Buckler Cask W/Ginger And Lemongrass,Rude Hippo Brewing Company,American Amber / Red Ale,10.00 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_ABV')",0.4407318234443665
8,Honey Basil Amber,Ballast Point Brewing Company,American,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Brew_Factory_Name', 'ltable_Style')",0.8472546339035034
9,Honey Basil Amber,Ballast Point Brewing Company,American Amber / Red Ale,10.00 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')",0.7218194007873535
10,Honey Basil Amber,Rude Hippo Brewing Company,American,10.00 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style', 'ltable_ABV')",0.7015544772148132
11,Tongue Buckler Cask W/Ginger And Lemongrass,Ballast Point Brewing Company,American,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')",0.6162067651748657
12,Tongue Buckler Cask W/Ginger And Lemongrass,Ballast Point Brewing Company,American Amber / Red Ale,10.00 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')",0.4333270788192749
13,Tongue Buckler Cask W/Ginger And Lemongrass,Rude Hippo Brewing Company,American,10.00 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')",0.4130799472332001
14,Honey Basil Amber,Ballast Point Brewing Company,American,10.00 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')",0.6953214406967163
