,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score
0,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Bauhaus Brew Labs Sky-Five Midwest CÃ ¶ ast IPA - Cardamom & Grapefruit Zest,Bauhaus Brew Labs,IPA &#41;,6.70 %,"{'rtable_Beer_Name', 'rtable_Style', 'rtable_ABV', 'rtable_Brew_Factory_Name'}",0.2884651720523834
15,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,,0.7921569347381592
1,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Bauhaus Brew Labs Sky-Five Midwest CÃ ¶ ast IPA - Cardamom & Grapefruit Zest,18th Street Brewery,Amber Ale,7.40 %,"('rtable_Beer_Name',)",0.4839343428611755
2,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,Bauhaus Brew Labs,Amber Ale,7.40 %,"('rtable_Brew_Factory_Name',)",0.8984546065330505
3,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,IPA &#41;,7.40 %,"('rtable_Style',)",0.8537536859512329
4,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,6.70 %,"('rtable_ABV',)",0.8348568081855774
5,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Bauhaus Brew Labs Sky-Five Midwest CÃ ¶ ast IPA - Cardamom & Grapefruit Zest,Bauhaus Brew Labs,Amber Ale,7.40 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')",0.482427030801773
6,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Bauhaus Brew Labs Sky-Five Midwest CÃ ¶ ast IPA - Cardamom & Grapefruit Zest,18th Street Brewery,IPA &#41;,7.40 %,"('rtable_Beer_Name', 'rtable_Style')",0.4007284045219421
7,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Bauhaus Brew Labs Sky-Five Midwest CÃ ¶ ast IPA - Cardamom & Grapefruit Zest,18th Street Brewery,Amber Ale,6.70 %,"('rtable_Beer_Name', 'rtable_ABV')",0.35857006907463074
8,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,Bauhaus Brew Labs,IPA &#41;,7.40 %,"('rtable_Brew_Factory_Name', 'rtable_Style')",0.8512437343597412
9,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,Bauhaus Brew Labs,Amber Ale,6.70 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')",0.8323860764503479
10,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,IPA &#41;,6.70 %,"('rtable_Style', 'rtable_ABV')",0.7696174383163452
11,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Bauhaus Brew Labs Sky-Five Midwest CÃ ¶ ast IPA - Cardamom & Grapefruit Zest,Bauhaus Brew Labs,IPA &#41;,7.40 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')",0.399647057056427
12,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Bauhaus Brew Labs Sky-Five Midwest CÃ ¶ ast IPA - Cardamom & Grapefruit Zest,Bauhaus Brew Labs,Amber Ale,6.70 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')",0.3579075038433075
13,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Bauhaus Brew Labs Sky-Five Midwest CÃ ¶ ast IPA - Cardamom & Grapefruit Zest,18th Street Brewery,IPA &#41;,6.70 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')",0.2887815237045288
14,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,Bauhaus Brew Labs,IPA &#41;,6.70 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')",0.7668103575706482
