,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,label
0,Elevator ( feat . Timbaland ),David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",4:03,21-Aug-09,What I did for Love ( feat . Emeli SandÌ © ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,4:03,"March 17 , 2008",1
1,Elevator ( feat . Timbaland ),David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",4:03,21-Aug-09,What I did for Love ( feat . Emeli SandÌ © ),David Guetta,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Dance & Electronic,$ 1.29,2015 If Moving Your Mine,4:03,"March 17 , 2008",1
2,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Flo Rida,Listen ( Deluxe Version ),"Dance , Music",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",4:03,30-Jun-15,Listen ( feat . John Legend ),David Guetta,Mail On Sunday [ Explicit ],Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,4:03,"November 24 , 2014",1
3,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Dirty South",$ 1.29,2009 Rostrum Records,4:03,17-Mar-08,What I did for Love ( feat . Emeli SandÌ © ),Flo Rida,Flight School [ Explicit ],Dance & Electronic,$ 1.29,2015 If Moving Your Mine,4:03,"December 10 , 2013",1
4,Whateva ( feat . Monty ),Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music",$ 1.29,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:03,24-Nov-14,Listen ( feat . John Legend ),David Guetta,Fetty Wap [ Clean ],Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:03,"November 24 , 2014",1
5,Elevator ( feat . Timbaland ),David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",4:03,21-Aug-09,What I did for Love ( feat . Emeli SandÌ © ),Flo Rida,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Dance & Electronic,$ 1.29,2015 If Moving Your Mine,4:03,"March 17 , 2008",1
6,Extra Extra Credit,Howard Shore,Flight School,"Dance , Music , Rock , House , Electronic , French Pop",Album Only,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:03,nan,What I did for Love ( feat . Emeli SandÌ © ),Flo Rida,Mail On Sunday [ Explicit ],Alternative Rock,$ 1.29,2015 If Moving Your Mine,4:03,"November 24 , 2014",1
7,Whateva ( feat . Monty ),X Ambassadors,Flight School,"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",1:25,24-Nov-14,Listen ( feat . John Legend ),David Guetta,Mail On Sunday [ Explicit ],Alternative Rock,$ 1.29,2015 If Moving Your Mine,3:47,"June 30 , 2015",1
8,Whateva ( feat . Monty ),Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music",Album Only,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:03,24-Nov-14,Listen ( feat . John Legend ),David Guetta,Fetty Wap [ Clean ],Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:03,"November 24 , 2014",1
9,Elevator ( feat . Timbaland ),Fetty Wap,Flight School,"Hip-Hop/Rap , Music , Dirty South",$ 1.99,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",1:25,24-Nov-14,The High Fells ( Extended Version ),Howard Shore,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:48,"November 24 , 2014",0
