,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score,label
0,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,612 Brew Wild,612 Brew,Dunkel/Tmav Ã 1/2,5.30 %,"{'rtable_ABV', 'rtable_Beer_Name', 'rtable_Style', 'rtable_Brew_Factory_Name'}",0.02239302732050419,
15,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,,0.6672029495239258,
1,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,612 Brew Wild,18th Street Brewery,Amber Ale,7.40 %,"('rtable_Beer_Name',)",0.17803828418254852,
2,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,612 Brew,Amber Ale,7.40 %,"('rtable_Brew_Factory_Name',)",0.7517482042312622,
3,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Dunkel/Tmav Ã 1/2,7.40 %,"('rtable_Style',)",0.5586642026901245,
4,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,5.30 %,"('rtable_ABV',)",0.7000550031661987,
5,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,612 Brew Wild,612 Brew,Amber Ale,7.40 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')",0.30786171555519104,
6,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,612 Brew Wild,18th Street Brewery,Dunkel/Tmav Ã 1/2,7.40 %,"('rtable_Beer_Name', 'rtable_Style')",0.04853333532810211,
7,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,612 Brew Wild,18th Street Brewery,Amber Ale,5.30 %,"('rtable_Beer_Name', 'rtable_ABV')",0.23269836604595184,
8,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,612 Brew,Dunkel/Tmav Ã 1/2,7.40 %,"('rtable_Brew_Factory_Name', 'rtable_Style')",0.6979411840438843,
9,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,612 Brew,Amber Ale,5.30 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')",0.7327744364738464,
10,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Dunkel/Tmav Ã 1/2,5.30 %,"('rtable_Style', 'rtable_ABV')",0.5692066550254822,
11,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,612 Brew Wild,612 Brew,Dunkel/Tmav Ã 1/2,7.40 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')",0.05412919074296951,
12,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,612 Brew Wild,612 Brew,Amber Ale,5.30 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')",0.29023852944374084,
13,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,612 Brew Wild,18th Street Brewery,Dunkel/Tmav Ã 1/2,5.30 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')",0.044355835765600204,
14,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,612 Brew,Dunkel/Tmav Ã 1/2,5.30 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')",0.6847977638244629,
