,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score,label
0,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Fort George Hogfather,Fort George Brewery,Imperial Porter,8.20,"{'rtable_ABV', 'rtable_Beer_Name', 'rtable_Style', 'rtable_Brew_Factory_Name'}",0.004529900848865509,
15,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,,0.6672029495239258,
1,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Fort George Hogfather,18th Street Brewery,Amber Ale,7.40 %,"('rtable_Beer_Name',)",0.0984334945678711,
2,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,Fort George Brewery,Amber Ale,7.40 %,"('rtable_Brew_Factory_Name',)",0.6886037588119507,
3,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Imperial Porter,7.40 %,"('rtable_Style',)",0.36136266589164734,
4,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,8.20,"('rtable_ABV',)",0.6830928921699524,
5,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Fort George Hogfather,Fort George Brewery,Amber Ale,7.40 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')",0.3212684392929077,
6,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Fort George Hogfather,18th Street Brewery,Imperial Porter,7.40 %,"('rtable_Beer_Name', 'rtable_Style')",0.016898246482014656,
7,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Fort George Hogfather,18th Street Brewery,Amber Ale,8.20,"('rtable_Beer_Name', 'rtable_ABV')",0.2148071974515915,
8,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,Fort George Brewery,Imperial Porter,7.40 %,"('rtable_Brew_Factory_Name', 'rtable_Style')",0.2828083038330078,
9,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,Fort George Brewery,Amber Ale,8.20,"('rtable_Brew_Factory_Name', 'rtable_ABV')",0.6702038645744324,
10,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Imperial Porter,8.20,"('rtable_Style', 'rtable_ABV')",0.3018639385700226,
11,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Fort George Hogfather,Fort George Brewery,Imperial Porter,7.40 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')",0.0264804232865572,
12,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Fort George Hogfather,Fort George Brewery,Amber Ale,8.20,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')",0.3176963329315185,
13,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Fort George Hogfather,18th Street Brewery,Imperial Porter,8.20,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')",0.02744845673441887,
14,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,Fort George Brewery,Imperial Porter,8.20,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')",0.2783809304237366,
