,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score,label
0,Uncle Billy 's Bitchin ' Camaro,Uncle Billy 's Brew & Que,American,5.70 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"{'ltable_Beer_Name', 'ltable_Style', 'ltable_ABV', 'ltable_Brew_Factory_Name'}",0.07460484653711319,
15,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,,0.6672029495239258,
1,Uncle Billy 's Bitchin ' Camaro,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name',)",0.19398579001426694,
2,Honey Basil Amber,Uncle Billy 's Brew & Que,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Brew_Factory_Name',)",0.07085252553224564,
3,Honey Basil Amber,Rude Hippo Brewing Company,American,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style',)",0.7287280559539795,
4,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,5.70 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_ABV',)",0.6961304545402527,
5,Uncle Billy 's Bitchin ' Camaro,Uncle Billy 's Brew & Que,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')",0.12668347358703613,
6,Uncle Billy 's Bitchin ' Camaro,Rude Hippo Brewing Company,American,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Style')",0.1819368451833725,
7,Uncle Billy 's Bitchin ' Camaro,Rude Hippo Brewing Company,American Amber / Red Ale,5.70 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_ABV')",0.22084960341453552,
8,Honey Basil Amber,Uncle Billy 's Brew & Que,American,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Brew_Factory_Name', 'ltable_Style')",0.23459795117378235,
9,Honey Basil Amber,Uncle Billy 's Brew & Que,American Amber / Red Ale,5.70 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')",0.12782429158687592,
10,Honey Basil Amber,Rude Hippo Brewing Company,American,5.70 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style', 'ltable_ABV')",0.7347521781921387,
11,Uncle Billy 's Bitchin ' Camaro,Uncle Billy 's Brew & Que,American,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')",0.10963728278875352,
12,Uncle Billy 's Bitchin ' Camaro,Uncle Billy 's Brew & Que,American Amber / Red Ale,5.70 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')",0.11513333022594452,
13,Uncle Billy 's Bitchin ' Camaro,Rude Hippo Brewing Company,American,5.70 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')",0.19487544894218445,
14,Honey Basil Amber,Uncle Billy 's Brew & Que,American,5.70 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')",0.246431902050972,
