,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score,label
0,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Fort George Hogfather,Fort George,Imperial Porter,8.20 %,"{'rtable_ABV', 'rtable_Beer_Name', 'rtable_Style', 'rtable_Brew_Factory_Name'}",0.003855317598208785,
15,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,,0.6672029495239258,
1,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Fort George Hogfather,18th Street Brewery,Amber Ale,7.40 %,"('rtable_Beer_Name',)",0.0984334945678711,
2,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,Fort George,Amber Ale,7.40 %,"('rtable_Brew_Factory_Name',)",0.6989421844482422,
3,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Imperial Porter,7.40 %,"('rtable_Style',)",0.36136266589164734,
4,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,8.20 %,"('rtable_ABV',)",0.6969680786132812,
5,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Fort George Hogfather,Fort George,Amber Ale,7.40 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')",0.3486218154430389,
6,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Fort George Hogfather,18th Street Brewery,Imperial Porter,7.40 %,"('rtable_Beer_Name', 'rtable_Style')",0.016898246482014656,
7,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Fort George Hogfather,18th Street Brewery,Amber Ale,8.20 %,"('rtable_Beer_Name', 'rtable_ABV')",0.1712733656167984,
8,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,Fort George,Imperial Porter,7.40 %,"('rtable_Brew_Factory_Name', 'rtable_Style')",0.2705576419830322,
9,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,Fort George,Amber Ale,8.20 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')",0.664134681224823,
10,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Imperial Porter,8.20 %,"('rtable_Style', 'rtable_ABV')",0.3154643177986145,
11,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Fort George Hogfather,Fort George,Imperial Porter,7.40 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')",0.037599902600049966,
12,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Fort George Hogfather,Fort George,Amber Ale,8.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')",0.3211580812931061,
13,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Fort George Hogfather,18th Street Brewery,Imperial Porter,8.20 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')",0.015785865485668182,
14,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,Fort George,Imperial Porter,8.20 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')",0.24371257424354556,
