,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,label
0,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Big Island Brewhaus,Altbier,6.50 %,0
1,Rocket City Red,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Jazz Beer Tarraco Amber,Big Island Brewhaus,American Strong Ale,6.50 %,0
2,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,Amber Ale,6.90 %,0
3,Red Hopper ( Imperial Red Ale ),Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,Altbier,6.50 %,1
4,Bulleit Bourbon Barrel Aged G'Knight,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Rude Hippo Honey Basil Amber,Big Island Brewhaus,American Strong Ale,6.50 %,1
5,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,Amber Ale,5.20 %,1
6,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Mammoth Real McCoy Amber Ale,Big Island Brewhaus,Spice/Herb/Vegetable,6.50 %,1
7,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Mammoth Real McCoy Amber Ale,Big Island Brewhaus,American Strong Ale,6.50 %,1
8,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,1
9,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,Amber Ale,6.50 %,0
