,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,label
0,Whateva ( feat . Monty ),Howard Shore,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music",$ 1.29,2015 300 Entertainment/RGF Productions,4:03,nan,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Alternative Rock,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"September 25 , 2015",1
1,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Dirty South",Album Only,2015 300 Entertainment/RGF Productions,4:03,11-Sep-12,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"August 21 , 2009",1
2,Whateva ( feat . Monty ),Howard Shore,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",4:03,nan,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Alternative Rock,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"September 25 , 2015",1
3,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Dirty South",$ 1.99,2009 Rostrum Records,4:03,nan,My Way ( feat . Monty ) [ Clean ],Howard Shore,Never Say Never - The Remixes,Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"December 10 , 2013",1
4,Whateva ( feat . Monty ),Howard Shore,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",4:03,10-Dec-13,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Alternative Rock,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"September 25 , 2015",1
5,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Dirty South",$ 1.99,2009 Rostrum Records,4:03,17-Mar-08,My Way ( feat . Monty ) [ Clean ],Howard Shore,Never Say Never - The Remixes,Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"December 10 , 2013",1
6,Whateva ( feat . Monty ),Fetty Wap,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Hip-Hop/Rap , Music , Rap",$ 1.29,2015 300 Entertainment/RGF Productions,4:03,nan,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,2015 If Moving Your Mine,4:03,"September 25 , 2015",1
7,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Dirty South",Album Only,2015 300 Entertainment/RGF Productions,4:03,11-Sep-12,My Way ( feat . Monty ) [ Clean ],Fetty Wap,VHS [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"August 21 , 2009",1
8,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Dirty South",$ 1.99,2009 Rostrum Records,4:03,17-Mar-08,Missing You ( Feat . Novel ; Continuous Mix Version ),Howard Shore,Never Say Never - The Remixes,Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"December 10 , 2013",1
9,Whateva ( feat . Monty ),X Ambassadors,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Hip-Hop/Rap , Music , Rap",$ 1.29,2015 300 Entertainment/RGF Productions,4:03,nan,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,2015 If Moving Your Mine,4:03,"September 25 , 2015",1
