,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score
0,Desert,Heavy Seas Beer,American Amber / Red Ale,4.90 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"{'ltable_Beer_Name', 'ltable_Style', 'ltable_ABV', 'ltable_Brew_Factory_Name'}",0.6078585982322693
15,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,,0.05017431080341339
1,Desert,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Beer_Name',)",0.703984797000885
2,Aqula American Amber Ale,Heavy Seas Beer,American Amber / Red Ale,4.50 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Brew_Factory_Name',)",0.04908794537186623
3,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Style',)",0.0501742884516716
4,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.90 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_ABV',)",0.05747813358902931
5,Desert,Heavy Seas Beer,American Amber / Red Ale,4.50 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')",0.6960844993591309
6,Desert,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Beer_Name', 'ltable_Style')",0.703984797000885
7,Desert,Bier Kaffee Aqula,American Amber / Red Ale,4.90 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Beer_Name', 'ltable_ABV')",0.7355571389198303
8,Aqula American Amber Ale,Heavy Seas Beer,American Amber / Red Ale,4.50 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Brew_Factory_Name', 'ltable_Style')",0.04908794537186623
9,Aqula American Amber Ale,Heavy Seas Beer,American Amber / Red Ale,4.90 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')",0.05622480809688568
10,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.90 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Style', 'ltable_ABV')",0.0574781484901905
11,Desert,Heavy Seas Beer,American Amber / Red Ale,4.50 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')",0.6960844993591309
12,Desert,Heavy Seas Beer,American Amber / Red Ale,4.90 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')",0.7281318902969359
13,Desert,Bier Kaffee Aqula,American Amber / Red Ale,4.90 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')",0.7355571389198303
14,Aqula American Amber Ale,Heavy Seas Beer,American Amber / Red Ale,4.90 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')",0.056224819272756583
