,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score,label
0,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Clifford 's Big Red Ale,Funky Buddha,American Amber / Red Ale,9.70 %,"{'rtable_ABV', 'rtable_Beer_Name', 'rtable_Style', 'rtable_Brew_Factory_Name'}",0.6082618236541748,
15,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,,0.00484139658510685,
1,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Clifford 's Big Red Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('rtable_Beer_Name',)",0.006635160185396671,
2,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Funky Buddha,American Strong Ale,6.50 %,"('rtable_Brew_Factory_Name',)",0.004198775161057711,
3,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Amber / Red Ale,6.50 %,"('rtable_Style',)",0.008632744662463665,
4,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,9.70 %,"('rtable_ABV',)",0.0053893839940428725,
5,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Clifford 's Big Red Ale,Funky Buddha,American Strong Ale,6.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')",0.017892559990286827,
6,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Clifford 's Big Red Ale,Big Island Brewhaus,American Amber / Red Ale,6.50 %,"('rtable_Beer_Name', 'rtable_Style')",0.026197772473096848,
7,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Clifford 's Big Red Ale,Big Island Brewhaus,American Strong Ale,9.70 %,"('rtable_Beer_Name', 'rtable_ABV')",0.006839095614850521,
8,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Funky Buddha,American Amber / Red Ale,6.50 %,"('rtable_Brew_Factory_Name', 'rtable_Style')",0.007635320071130991,
9,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Funky Buddha,American Strong Ale,9.70 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')",0.004312627483159304,
10,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Amber / Red Ale,9.70 %,"('rtable_Style', 'rtable_ABV')",0.010363226756453514,
11,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Clifford 's Big Red Ale,Funky Buddha,American Amber / Red Ale,6.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')",0.5977780818939209,
12,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Clifford 's Big Red Ale,Funky Buddha,American Strong Ale,9.70 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')",0.02041679061949253,
13,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Clifford 's Big Red Ale,Big Island Brewhaus,American Amber / Red Ale,9.70 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')",0.030620990321040157,
14,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Funky Buddha,American Amber / Red Ale,9.70 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')",0.008069170638918877,
