,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score,label
0,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Rogue XS Old Crustacean Barleywine,Rogue Ales,Barley Wine,11.50,"{'rtable_ABV', 'rtable_Beer_Name', 'rtable_Style', 'rtable_Brew_Factory_Name'}",0.1277509480714798,
15,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,,0.5622627139091492,
1,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Rogue XS Old Crustacean Barleywine,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,"('rtable_Beer_Name',)",0.08041653037071228,
2,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Rogue Ales,Amber Ale,6.90 %,"('rtable_Brew_Factory_Name',)",0.7363797426223755,
3,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Barley Wine,6.90 %,"('rtable_Style',)",0.5624215006828308,
4,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,11.50,"('rtable_ABV',)",0.5526418685913086,
5,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Rogue XS Old Crustacean Barleywine,Rogue Ales,Amber Ale,6.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')",0.5473996996879578,
6,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Rogue XS Old Crustacean Barleywine,Ca l_Arenys - Cervezas Guineu,Barley Wine,6.90 %,"('rtable_Beer_Name', 'rtable_Style')",0.17596375942230225,
7,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Rogue XS Old Crustacean Barleywine,Ca l_Arenys - Cervezas Guineu,Amber Ale,11.50,"('rtable_Beer_Name', 'rtable_ABV')",0.22054685652256006,
8,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Rogue Ales,Barley Wine,6.90 %,"('rtable_Brew_Factory_Name', 'rtable_Style')",0.7483793497085571,
9,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Rogue Ales,Amber Ale,11.50,"('rtable_Brew_Factory_Name', 'rtable_ABV')",0.715961217880249,
10,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Barley Wine,11.50,"('rtable_Style', 'rtable_ABV')",0.5516769886016846,
11,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Rogue XS Old Crustacean Barleywine,Rogue Ales,Barley Wine,6.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')",0.5626615881919861,
12,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Rogue XS Old Crustacean Barleywine,Rogue Ales,Amber Ale,11.50,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')",0.5262002348899841,
13,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Rogue XS Old Crustacean Barleywine,Ca l_Arenys - Cervezas Guineu,Barley Wine,11.50,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')",0.2430941462516785,
14,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Rogue Ales,Barley Wine,11.50,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')",0.7231903672218323,
