,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score,label
0,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Bourbon Doggie Claws from the Wood,Hair of the Dog Brewing Company,Barley Wine,9.50 %,"{'rtable_ABV', 'rtable_Beer_Name', 'rtable_Style', 'rtable_Brew_Factory_Name'}",0.034768857061862946,
15,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,,0.5622627139091492,
1,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Bourbon Doggie Claws from the Wood,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,"('rtable_Beer_Name',)",0.13844497501850128,
2,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Hair of the Dog Brewing Company,Amber Ale,6.90 %,"('rtable_Brew_Factory_Name',)",0.7244687676429749,
3,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Barley Wine,6.90 %,"('rtable_Style',)",0.5624215006828308,
4,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,9.50 %,"('rtable_ABV',)",0.5428568124771118,
5,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Bourbon Doggie Claws from the Wood,Hair of the Dog Brewing Company,Amber Ale,6.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')",0.4470121562480927,
6,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Bourbon Doggie Claws from the Wood,Ca l_Arenys - Cervezas Guineu,Barley Wine,6.90 %,"('rtable_Beer_Name', 'rtable_Style')",0.18035364151000974,
7,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Bourbon Doggie Claws from the Wood,Ca l_Arenys - Cervezas Guineu,Amber Ale,9.50 %,"('rtable_Beer_Name', 'rtable_ABV')",0.14835268259048462,
8,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Hair of the Dog Brewing Company,Barley Wine,6.90 %,"('rtable_Brew_Factory_Name', 'rtable_Style')",0.7299891710281372,
9,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Hair of the Dog Brewing Company,Amber Ale,9.50 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')",0.7150079011917114,
10,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Barley Wine,9.50 %,"('rtable_Style', 'rtable_ABV')",0.5327543616294861,
11,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Bourbon Doggie Claws from the Wood,Hair of the Dog Brewing Company,Barley Wine,6.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')",0.448250412940979,
12,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Bourbon Doggie Claws from the Wood,Hair of the Dog Brewing Company,Amber Ale,9.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')",0.4306046664714813,
13,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Bourbon Doggie Claws from the Wood,Ca l_Arenys - Cervezas Guineu,Barley Wine,9.50 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')",0.1604132354259491,
14,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Hair of the Dog Brewing Company,Barley Wine,9.50 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')",0.7156702280044556,
