,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score
0,Desert Island Series : American Honey Amber,Heavy Seas Beer,American Amber / Red Ale,4.90 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"{'ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV'}",0.8347643613815308
15,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,,0.16183564066886902
1,Desert Island Series : American Honey Amber,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Beer_Name',)",0.9946379000000001
2,Aqula American Amber Ale,Heavy Seas Beer,American Amber / Red Ale,4.50 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Brew_Factory_Name',)",0.24675626
3,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Style',)",0.094310276
4,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.90 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_ABV',)",0.09824674
5,Desert Island Series : American Honey Amber,Heavy Seas Beer,American Amber / Red Ale,4.50 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')",0.9384511000000001
6,Desert Island Series : American Honey Amber,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Beer_Name', 'ltable_Style')",0.9946379000000001
7,Desert Island Series : American Honey Amber,Bier Kaffee Aqula,American Amber / Red Ale,4.90 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Beer_Name', 'ltable_ABV')",0.9948473
8,Aqula American Amber Ale,Heavy Seas Beer,American Amber / Red Ale,4.50 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Brew_Factory_Name', 'ltable_Style')",0.24675626
9,Aqula American Amber Ale,Heavy Seas Beer,American Amber / Red Ale,4.90 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')",0.23210229999999996
10,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.90 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Style', 'ltable_ABV')",0.098246165
11,Desert Island Series : American Honey Amber,Heavy Seas Beer,American Amber / Red Ale,4.50 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')",0.9384511000000001
12,Desert Island Series : American Honey Amber,Heavy Seas Beer,American Amber / Red Ale,4.90 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')",0.9246435
13,Desert Island Series : American Honey Amber,Bier Kaffee Aqula,American Amber / Red Ale,4.90 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')",0.9948473
14,Aqula American Amber Ale,Heavy Seas Beer,American Amber / Red Ale,4.90 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')",0.2321032
