,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,label
0,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:03,11-Sep-12,Extra Extra Credit [ Explicit ],Howard Shore,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,4:03,"February 14 , 2011",1
1,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:03,11-Sep-12,Never Say Never [ feat . Jaden Smith ],David Guetta,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,4:03,"November 24 , 2014",1
2,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,One Love ( Deluxe Version ),"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:03,11-Sep-12,Never Say Never [ feat . Jaden Smith ],David Guetta,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,4:03,"November 24 , 2014",1
3,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:03,11-Sep-12,Extra Extra Credit [ Explicit ],Howard Shore,Never Say Never - The Remixes,Pop,$ 1.29,2013 Warner Bros. . Records Inc.,4:03,"February 14 , 2011",1
4,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Fetty Wap,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:03,11-Sep-12,Extra Extra Credit [ Explicit ],Howard Shore,Never Say Never - The Remixes,Pop,$ 1.29,2013 Warner Bros. . Records Inc.,4:03,"February 14 , 2011",1
5,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Justin Bieber,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2012 The Island Def Jam Music Group,1:25,11-Sep-12,Moving Day ( Interlude ),Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:46,"February 14 , 2011",1
6,Elevator ( feat . Timbaland ),X Ambassadors,Flight School,"Hip-Hop/Rap , Music , Dirty South",$ 1.29,2012 The Island Def Jam Music Group,1:25,11-Sep-12,The High Fells ( Extended Version ),Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",1
7,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],X Ambassadors,One Love ( Deluxe Version ),"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:03,11-Sep-12,Never Say Never [ feat . Jaden Smith ],David Guetta,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,4:03,"November 24 , 2014",1
8,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Fetty Wap,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Hip-Hop/Rap , Music",$ 1.29,2012 The Island Def Jam Music Group,4:03,11-Sep-12,Extra Extra Credit [ Explicit ],Howard Shore,Never Say Never - The Remixes,Pop,$ 1.29,2013 Warner Bros. . Records Inc.,4:03,"February 14 , 2011",1
9,Elevator ( feat . Timbaland ),X Ambassadors,Flight School,"Hip-Hop/Rap , Music , Dirty South",$ 1.29,2012 The Island Def Jam Music Group,1:25,21-Aug-09,The High Fells ( Extended Version ),Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",1
