,explanation,summary,type,latency,match,label,row,prediction
0,"{'ltable_Beer_Name': 0.2602739726027397, 'ltable_Brew_Factory_Name': 0.2602739726027397, 'ltable_Style': 0.2602739726027397, 'ltable_ABV': 0.2602739726027397, 'rtable_Beer_Name': 0.3561643835616438, 'rtable_Brew_Factory_Name': 0.3287671232876712, 'rtable_Style': 0.34246575342465746, 'rtable_ABV': 0.34246575342465746}","{'rtable_Beer_Name': 0.6, 'rtable_Brew_Factory_Name': 0.5, 'rtable_Style': 0.6, 'rtable_ABV': 0.6, 'ltable_Beer_Name': 0.4, 'ltable_Brew_Factory_Name': 0.4, 'ltable_Style': 0.4, 'ltable_ABV': 0.4, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.6, 'rtable_Beer_Name/rtable_Style': 0.6, 'rtable_Beer_Name/rtable_ABV': 0.6, 'rtable_Brew_Factory_Name/rtable_Style': 0.5, 'rtable_Brew_Factory_Name/rtable_ABV': 0.5, 'rtable_Style/rtable_ABV': 0.6, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.4, 'ltable_Beer_Name/ltable_Style': 0.4, 'ltable_Beer_Name/ltable_ABV': 0.4, 'ltable_Brew_Factory_Name/ltable_Style': 0.4, 'ltable_Brew_Factory_Name/ltable_ABV': 0.4, 'ltable_Style/ltable_ABV': 0.4, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.6, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.6, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.6, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.5, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.4, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.4, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.4, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.4}",certa,2.4282404120000365,0.0,0.0,1219-2470,[9.9990535e-01 9.4610819e-05]
1,"{'ltable_Beer_Name': 0.453125, 'ltable_Brew_Factory_Name': 0.296875, 'ltable_Style': 0.28125, 'ltable_ABV': 0.296875, 'rtable_Beer_Name': 0.609375, 'rtable_Brew_Factory_Name': 0.4375, 'rtable_Style': 0.46875, 'rtable_ABV': 0.40625}","{'rtable_Beer_Name': 0.3, 'rtable_Brew_Factory_Name': 0.0, 'rtable_Style': 0.0, 'rtable_ABV': 0.0, 'ltable_Beer_Name': 0.2, 'ltable_Brew_Factory_Name': 0.0, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.4, 'rtable_Beer_Name/rtable_Style': 0.5, 'rtable_Beer_Name/rtable_ABV': 0.3, 'rtable_Brew_Factory_Name/rtable_Style': 0.2, 'rtable_Brew_Factory_Name/rtable_ABV': 0.1, 'rtable_Style/rtable_ABV': 0.1, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.3, 'ltable_Beer_Name/ltable_Style': 0.2, 'ltable_Beer_Name/ltable_ABV': 0.3, 'ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.5, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.4, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.5, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.2, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.3, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.3, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.3, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.0}",certa,3.326025517000062,0.0,0.0,492-1635,[9.9999523e-01 4.7557146e-06]
2,"{'ltable_Beer_Name': 0.2676056338028169, 'ltable_Brew_Factory_Name': 0.2676056338028169, 'ltable_Style': 0.2676056338028169, 'ltable_ABV': 0.2676056338028169, 'rtable_Beer_Name': 0.3380281690140845, 'rtable_Brew_Factory_Name': 0.3098591549295775, 'rtable_Style': 0.33802816901408456, 'rtable_ABV': 0.3450704225352113}","{'ltable_Beer_Name': 0.4, 'ltable_Brew_Factory_Name': 0.4, 'ltable_Style': 0.4, 'ltable_ABV': 0.4, 'rtable_Beer_Name': 0.6, 'rtable_Brew_Factory_Name': 0.5, 'rtable_Style': 0.6, 'rtable_ABV': 0.6, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.4, 'ltable_Beer_Name/ltable_Style': 0.4, 'ltable_Beer_Name/ltable_ABV': 0.4, 'ltable_Brew_Factory_Name/ltable_Style': 0.4, 'ltable_Brew_Factory_Name/ltable_ABV': 0.4, 'ltable_Style/ltable_ABV': 0.4, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.5, 'rtable_Beer_Name/rtable_Style': 0.6, 'rtable_Beer_Name/rtable_ABV': 0.6, 'rtable_Brew_Factory_Name/rtable_Style': 0.5, 'rtable_Brew_Factory_Name/rtable_ABV': 0.5, 'rtable_Style/rtable_ABV': 0.6, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.4, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.4, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.4, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.4, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.4, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.5, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.6, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.5}",certa,2.261475457000074,0.0,1.0,3917-2224,[9.9997413e-01 2.5871428e-05]
3,"{'ltable_Beer_Name': 0.2419354838709677, 'ltable_Brew_Factory_Name': 0.2419354838709677, 'ltable_Style': 0.2258064516129032, 'ltable_ABV': 0.2419354838709677, 'rtable_Beer_Name': 0.45161290322580644, 'rtable_Brew_Factory_Name': 0.532258064516129, 'rtable_Style': 0.6935483870967741, 'rtable_ABV': 0.532258064516129}","{'rtable_Beer_Name': 0.1, 'rtable_Brew_Factory_Name': 0.0, 'rtable_Style': 0.5, 'rtable_ABV': 0.0, 'ltable_Beer_Name': 0.1, 'ltable_Brew_Factory_Name': 0.1, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.1, 'rtable_Beer_Name/rtable_Style': 0.4, 'rtable_Beer_Name/rtable_ABV': 0.1, 'rtable_Brew_Factory_Name/rtable_Style': 0.5, 'rtable_Brew_Factory_Name/rtable_ABV': 0.4, 'rtable_Style/rtable_ABV': 0.5, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.0, 'ltable_Beer_Name/ltable_Style': 0.1, 'ltable_Beer_Name/ltable_ABV': 0.1, 'ltable_Brew_Factory_Name/ltable_Style': 0.1, 'ltable_Brew_Factory_Name/ltable_ABV': 0.1, 'ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.4, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.3, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.4, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.6, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.1, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.1, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.1}",certa,2.075920070000052,0.0,0.0,2155-2948,[9.9999213e-01 7.9132851e-06]
4,"{'ltable_Beer_Name': 0.38461538461538464, 'ltable_Brew_Factory_Name': 0.38461538461538464, 'ltable_Style': 0.38461538461538464, 'ltable_ABV': 0.38461538461538464, 'rtable_Beer_Name': 0.8076923076923077, 'rtable_Brew_Factory_Name': 0.6923076923076922, 'rtable_Style': 0.6538461538461539, 'rtable_ABV': 0.769230769230769}","{'rtable_Beer_Name': 0.1, 'rtable_Brew_Factory_Name': 0.1, 'rtable_Style': 0.0, 'rtable_ABV': 0.0, 'ltable_Beer_Name': 0.0, 'ltable_Brew_Factory_Name': 0.0, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.1, 'rtable_Beer_Name/rtable_Style': 0.1, 'rtable_Beer_Name/rtable_ABV': 0.3, 'rtable_Brew_Factory_Name/rtable_Style': 0.1, 'rtable_Brew_Factory_Name/rtable_ABV': 0.1, 'rtable_Style/rtable_ABV': 0.1, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.0, 'ltable_Beer_Name/ltable_Style': 0.0, 'ltable_Beer_Name/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.1, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.2, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.2, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.1, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.0}",certa,2.320016191000036,0.0,1.0,271-1410,[9.9913871e-01 8.6126494e-04]
5,"{'ltable_Beer_Name': 0.31632653061224486, 'ltable_Brew_Factory_Name': 0.18367346938775514, 'ltable_Style': 0.2142857142857143, 'ltable_ABV': 0.23469387755102042, 'rtable_Beer_Name': 0.5306122448979592, 'rtable_Brew_Factory_Name': 0.4489795918367347, 'rtable_Style': 0.37755102040816324, 'rtable_ABV': 0.40816326530612246}","{'ltable_Beer_Name': 0.4, 'ltable_Brew_Factory_Name': 0.1, 'ltable_Style': 0.0, 'ltable_ABV': 0.1, 'rtable_Beer_Name': 0.6, 'rtable_Brew_Factory_Name': 0.4, 'rtable_Style': 0.0, 'rtable_ABV': 0.2, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.2, 'ltable_Beer_Name/ltable_Style': 0.4, 'ltable_Beer_Name/ltable_ABV': 0.4, 'ltable_Brew_Factory_Name/ltable_Style': 0.1, 'ltable_Brew_Factory_Name/ltable_ABV': 0.1, 'ltable_Style/ltable_ABV': 0.1, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.6, 'rtable_Beer_Name/rtable_Style': 0.6, 'rtable_Beer_Name/rtable_ABV': 0.6, 'rtable_Brew_Factory_Name/rtable_Style': 0.4, 'rtable_Brew_Factory_Name/rtable_ABV': 0.5, 'rtable_Style/rtable_ABV': 0.2, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.1, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.2, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.4, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.6, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.6, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.6, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.3}",certa,2.180774264999968,0.0,0.0,3309-716,[9.9991381e-01 8.6235355e-05]
6,"{'ltable_Beer_Name': 0.2543859649122807, 'ltable_Brew_Factory_Name': 0.08771929824561403, 'ltable_Style': 0.2631578947368421, 'ltable_ABV': 0.2631578947368421, 'rtable_Beer_Name': 0.39473684210526316, 'rtable_Brew_Factory_Name': 0.39473684210526316, 'rtable_Style': 0.39473684210526316, 'rtable_ABV': 0.39473684210526316}","{'ltable_Beer_Name': 0.4, 'ltable_Brew_Factory_Name': 0.0, 'ltable_Style': 0.5, 'ltable_ABV': 0.5, 'rtable_Beer_Name': 0.5, 'rtable_Brew_Factory_Name': 0.5, 'rtable_Style': 0.5, 'rtable_ABV': 0.5, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.0, 'ltable_Beer_Name/ltable_Style': 0.5, 'ltable_Beer_Name/ltable_ABV': 0.5, 'ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Style/ltable_ABV': 0.5, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.5, 'rtable_Beer_Name/rtable_Style': 0.5, 'rtable_Beer_Name/rtable_ABV': 0.5, 'rtable_Brew_Factory_Name/rtable_Style': 0.5, 'rtable_Brew_Factory_Name/rtable_ABV': 0.5, 'rtable_Style/rtable_ABV': 0.5, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.5, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.5, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.5, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.5, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.5}",certa,2.1097882860000254,0.0,0.0,1024-37,[9.999939e-01 6.114702e-06]
7,"{'ltable_Beer_Name': 0.3818181818181819, 'ltable_Brew_Factory_Name': 0.2363636363636364, 'ltable_Style': 0.27272727272727276, 'ltable_ABV': 0.3090909090909091, 'rtable_Beer_Name': 0.4727272727272728, 'rtable_Brew_Factory_Name': 0.7454545454545456, 'rtable_Style': 0.4, 'rtable_ABV': 0.4727272727272728}","{'rtable_Beer_Name': 0.1, 'rtable_Brew_Factory_Name': 0.4, 'rtable_Style': 0.0, 'rtable_ABV': 0.0, 'ltable_Beer_Name': 0.1, 'ltable_Brew_Factory_Name': 0.0, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.5, 'rtable_Beer_Name/rtable_Style': 0.1, 'rtable_Beer_Name/rtable_ABV': 0.1, 'rtable_Brew_Factory_Name/rtable_Style': 0.4, 'rtable_Brew_Factory_Name/rtable_ABV': 0.6, 'rtable_Style/rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.1, 'ltable_Beer_Name/ltable_Style': 0.1, 'ltable_Beer_Name/ltable_ABV': 0.3, 'ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.3, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.5, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.0, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.4, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.1, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.1, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.3, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.0}",certa,2.1037830000000213,0.0,1.0,1780-685,[9.9999845e-01 1.5781168e-06]
8,"{'ltable_Beer_Name': 0.5454545454545455, 'ltable_Brew_Factory_Name': 0.40909090909090906, 'ltable_Style': 0.40909090909090906, 'ltable_ABV': 0.22727272727272727, 'rtable_Beer_Name': 0.6818181818181819, 'rtable_Brew_Factory_Name': 0.5, 'rtable_Style': 0.4090909090909091, 'rtable_ABV': 0.4090909090909091}","{'ltable_Beer_Name': 0.2, 'ltable_Brew_Factory_Name': 0.0, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'rtable_Beer_Name': 0.2, 'rtable_Brew_Factory_Name': 0.0, 'rtable_Style': 0.0, 'rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.4, 'ltable_Beer_Name/ltable_Style': 0.4, 'ltable_Beer_Name/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.4, 'rtable_Beer_Name/rtable_Style': 0.2, 'rtable_Beer_Name/rtable_ABV': 0.2, 'rtable_Brew_Factory_Name/rtable_Style': 0.0, 'rtable_Brew_Factory_Name/rtable_ABV': 0.0, 'rtable_Style/rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.4, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.4, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.4, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.2, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.0}",certa,2.167862835000051,0.0,0.0,1479-1563,[9.9999464e-01 5.4151810e-06]
9,"{'ltable_Beer_Name': 0.1911764705882353, 'ltable_Brew_Factory_Name': 0.25, 'ltable_Style': 0.1911764705882353, 'ltable_ABV': 0.1911764705882353, 'rtable_Beer_Name': 0.7058823529411764, 'rtable_Brew_Factory_Name': 0.5588235294117647, 'rtable_Style': 0.6323529411764706, 'rtable_ABV': 0.5}","{'ltable_Beer_Name': 0.0, 'ltable_Brew_Factory_Name': 0.1, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'rtable_Beer_Name': 0.3, 'rtable_Brew_Factory_Name': 0.0, 'rtable_Style': 0.0, 'rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.1, 'ltable_Beer_Name/ltable_Style': 0.0, 'ltable_Beer_Name/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style': 0.1, 'ltable_Brew_Factory_Name/ltable_ABV': 0.1, 'ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.5, 'rtable_Beer_Name/rtable_Style': 0.7, 'rtable_Beer_Name/rtable_ABV': 0.4, 'rtable_Brew_Factory_Name/rtable_Style': 0.5, 'rtable_Brew_Factory_Name/rtable_ABV': 0.1, 'rtable_Style/rtable_ABV': 0.2, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.1, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.1, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.1, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.7, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.5, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.7, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.5}",certa,2.157514780999918,0.0,0.0,2026-1679,[9.9993324e-01 6.6705135e-05]
