,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,alteredAttributes,match_score,label
0,Cheerleader ( feat . Kid Ink ) [ Felix Jaehn vs Salaam Remi Remix ],Omi,Cheerleader ( feat . Kid Ink ) [ Felix Jaehn vs Salaam Remi Remix ] - Single,"Hip-Hop , Music,Hip-Hop / Rap , Electronic",$ 1.29,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",3:01,17-Jul-15,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","{'ltable_Released', 'ltable_Price', 'ltable_Song_Name', 'ltable_Time', 'ltable_Artist_Name', 'ltable_CopyRight', 'ltable_Genre', 'ltable_Album_Name'}",0.9472508430480957,
255,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015",,0.04970812797546387,
1,Cheerleader ( feat . Kid Ink ) [ Felix Jaehn vs Salaam Remi Remix ],Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Song_Name',)",0.0019928852561861,
2,Whateva ( feat . Monty ),Omi,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Artist_Name',)",0.1974992007017135,
3,Whateva ( feat . Monty ),Fetty Wap,Cheerleader ( feat . Kid Ink ) [ Felix Jaehn vs Salaam Remi Remix ] - Single,"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Album_Name',)",0.003599114716053,
4,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop , Music,Hip-Hop / Rap , Electronic",Album Only,2015 300 Entertainment/RGF Productions,5:11,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Genre',)",0.1031607165932655,
5,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",$ 1.29,2015 300 Entertainment/RGF Productions,5:11,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Price',)",0.0968571454286575,
6,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",5:11,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_CopyRight',)",0.0105461739003658,
7,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,3:01,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Time',)",0.254025399684906,
8,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,17-Jul-15,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Released',)",0.13281811773777,
9,Cheerleader ( feat . Kid Ink ) [ Felix Jaehn vs Salaam Remi Remix ],Omi,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Song_Name', 'ltable_Artist_Name')",0.0025811400264501,
10,Cheerleader ( feat . Kid Ink ) [ Felix Jaehn vs Salaam Remi Remix ],Fetty Wap,Cheerleader ( feat . Kid Ink ) [ Felix Jaehn vs Salaam Remi Remix ] - Single,"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Song_Name', 'ltable_Album_Name')",0.7546322345733643,
11,Cheerleader ( feat . Kid Ink ) [ Felix Jaehn vs Salaam Remi Remix ],Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop , Music,Hip-Hop / Rap , Electronic",Album Only,2015 300 Entertainment/RGF Productions,5:11,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Song_Name', 'ltable_Genre')",0.0056289732456207,
12,Cheerleader ( feat . Kid Ink ) [ Felix Jaehn vs Salaam Remi Remix ],Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",$ 1.29,2015 300 Entertainment/RGF Productions,5:11,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Song_Name', 'ltable_Price')",0.0048877568915486,
13,Cheerleader ( feat . Kid Ink ) [ Felix Jaehn vs Salaam Remi Remix ],Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",5:11,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Song_Name', 'ltable_CopyRight')",0.0033813687041401,
14,Cheerleader ( feat . Kid Ink ) [ Felix Jaehn vs Salaam Remi Remix ],Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,3:01,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Song_Name', 'ltable_Time')",0.0030884849838912,
15,Cheerleader ( feat . Kid Ink ) [ Felix Jaehn vs Salaam Remi Remix ],Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,17-Jul-15,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Song_Name', 'ltable_Released')",0.0049738306552171,
16,Whateva ( feat . Monty ),Omi,Cheerleader ( feat . Kid Ink ) [ Felix Jaehn vs Salaam Remi Remix ] - Single,"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Artist_Name', 'ltable_Album_Name')",0.0081207510083913,
17,Whateva ( feat . Monty ),Omi,Fetty Wap ( Deluxe ),"Hip-Hop , Music,Hip-Hop / Rap , Electronic",Album Only,2015 300 Entertainment/RGF Productions,5:11,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Artist_Name', 'ltable_Genre')",0.0859303772449493,
18,Whateva ( feat . Monty ),Omi,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",$ 1.29,2015 300 Entertainment/RGF Productions,5:11,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Artist_Name', 'ltable_Price')",0.066690869629383,
19,Whateva ( feat . Monty ),Omi,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",5:11,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Artist_Name', 'ltable_CopyRight')",0.0098048904910683,
20,Whateva ( feat . Monty ),Omi,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,3:01,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Artist_Name', 'ltable_Time')",0.1319769024848938,
21,Whateva ( feat . Monty ),Omi,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,17-Jul-15,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Artist_Name', 'ltable_Released')",0.186537280678749,
22,Whateva ( feat . Monty ),Fetty Wap,Cheerleader ( feat . Kid Ink ) [ Felix Jaehn vs Salaam Remi Remix ] - Single,"Hip-Hop , Music,Hip-Hop / Rap , Electronic",Album Only,2015 300 Entertainment/RGF Productions,5:11,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Album_Name', 'ltable_Genre')",0.0071996101178228,
23,Whateva ( feat . Monty ),Fetty Wap,Cheerleader ( feat . Kid Ink ) [ Felix Jaehn vs Salaam Remi Remix ] - Single,"Hip-Hop/Rap , Music , Rap",$ 1.29,2015 300 Entertainment/RGF Productions,5:11,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Album_Name', 'ltable_Price')",0.0057637160643935,
24,Whateva ( feat . Monty ),Fetty Wap,Cheerleader ( feat . Kid Ink ) [ Felix Jaehn vs Salaam Remi Remix ] - Single,"Hip-Hop/Rap , Music , Rap",Album Only,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",5:11,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Album_Name', 'ltable_CopyRight')",0.0061793965287506,
25,Whateva ( feat . Monty ),Fetty Wap,Cheerleader ( feat . Kid Ink ) [ Felix Jaehn vs Salaam Remi Remix ] - Single,"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,3:01,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015","('ltable_Album_Name', 'ltable_Time')",0.0064535792917013,
