,explanation,summary,type,latency,match,label,row,prediction
0,"{'ltable_name': 0.3235294117647059, 'ltable_description': 0.3235294117647059, 'ltable_price': 0.3235294117647059, 'rtable_name': 0.3823529411764706, 'rtable_description': 0.3970588235294118, 'rtable_price': 0.411764705882353}","{'ltable_name': 0.4, 'ltable_description': 0.4, 'ltable_price': 0.4, 'rtable_name': 0.5, 'rtable_description': 0.6, 'rtable_price': 0.6, 'ltable_name/ltable_description': 0.4, 'ltable_name/ltable_price': 0.4, 'ltable_description/ltable_price': 0.4, 'rtable_name/rtable_description': 0.5, 'rtable_name/rtable_price': 0.6, 'rtable_description/rtable_price': 0.6}",certa,17.155616854,0.0,0.0,445-910,[0.9671725  0.03282748]
1,"{'ltable_name': 0.40476190476190477, 'ltable_description': 0.5952380952380952, 'ltable_price': 0.38095238095238093, 'rtable_name': 0.5952380952380952, 'rtable_description': 0.3571428571428571, 'rtable_price': 0.3571428571428571}","{'rtable_name': 0.5, 'rtable_description': 0.0, 'rtable_price': 0.0, 'ltable_name': 0.1, 'ltable_description': 0.5, 'ltable_price': 0.0, 'rtable_name/rtable_description': 0.5, 'rtable_name/rtable_price': 0.5, 'rtable_description/rtable_price': 0.0, 'ltable_name/ltable_description': 0.5, 'ltable_name/ltable_price': 0.1, 'ltable_description/ltable_price': 0.5}",certa,15.924676676000004,0.0,0.0,719-812,[0.9982338  0.00176617]
2,"{'ltable_name': 0.41304347826086957, 'ltable_description': 0.41304347826086957, 'ltable_price': 0.34782608695652173, 'rtable_name': 0.3695652173913043, 'rtable_description': 0.6739130434782609, 'rtable_price': 0.3695652173913043}","{'ltable_name': 0.3, 'ltable_description': 0.3, 'ltable_price': 0.0, 'rtable_name': 0.0, 'rtable_description': 0.7, 'rtable_price': 0.0, 'ltable_name/ltable_description': 0.3, 'ltable_name/ltable_price': 0.3, 'ltable_description/ltable_price': 0.3, 'rtable_name/rtable_description': 0.7, 'rtable_name/rtable_price': 0.0, 'rtable_description/rtable_price': 0.7}",certa,16.381681928999996,0.0,0.0,550-664,[0.99521565 0.0047843 ]
3,"{'ltable_name': 0.42415513, 'ltable_description': 0.4214810141, 'ltable_price': 0.35, 'rtable_name': 0.36666666666666664, 'rtable_description': 0.41666666666666663, 'rtable_price': 0.31666666666666665}","{'ltable_name': 0.5, 'ltable_description': 0.5, 'ltable_price': 0.1, 'rtable_name': 0.5, 'rtable_description': 0.5, 'rtable_price': 0.2, 'ltable_name/ltable_description': 0.5, 'ltable_name/ltable_price': 0.5, 'ltable_description/ltable_price': 0.5, 'rtable_name/rtable_description': 0.5, 'rtable_name/rtable_price': 0.2, 'rtable_description/rtable_price': 0.5}",certa,18.762256917000002,0.0,1.0,942-949,[0.98383474 0.01616527]
4,"{'ltable_name': 0.3333333333333333, 'ltable_description': 0.3333333333333333, 'ltable_price': 0.3333333333333333, 'rtable_name': 0.4242424242424243, 'rtable_description': 0.36363636363636365, 'rtable_price': 0.393939393939394}","{'ltable_name': 0.4, 'ltable_description': 0.4, 'ltable_price': 0.4, 'rtable_name': 0.6, 'rtable_description': 0.4, 'rtable_price': 0.6, 'ltable_name/ltable_description': 0.4, 'ltable_name/ltable_price': 0.4, 'ltable_description/ltable_price': 0.4, 'rtable_name/rtable_description': 0.6, 'rtable_name/rtable_price': 0.6, 'rtable_description/rtable_price': 0.4}",certa,18.74216088000003,0.0,0.0,643-636,[0.99257034 0.00742962]
5,"{'ltable_name': 0.3571428571428571, 'ltable_description': 0.3571428571428571, 'ltable_price': 0.3571428571428571, 'rtable_name': 0.3571428571428571, 'rtable_description': 0.3571428571428571, 'rtable_price': 0.3571428571428571}","{'ltable_name': 0.5, 'ltable_description': 0.5, 'ltable_price': 0.5, 'rtable_name': 0.5, 'rtable_description': 0.5, 'rtable_price': 0.5, 'ltable_name/ltable_description': 0.5, 'ltable_name/ltable_price': 0.5, 'ltable_description/ltable_price': 0.5, 'rtable_name/rtable_description': 0.5, 'rtable_name/rtable_price': 0.5, 'rtable_description/rtable_price': 0.5}",certa,17.87221936200001,0.0,0.0,495-578,[0.9835027  0.01649728]
6,"{'ltable_name': 0.3142857142857143, 'ltable_description': 0.3142857142857143, 'ltable_price': 0.3142857142857143, 'rtable_name': 0.4, 'rtable_description': 0.4, 'rtable_price': 0.4}","{'rtable_name': 0.6, 'rtable_description': 0.6, 'rtable_price': 0.6, 'ltable_name': 0.4, 'ltable_description': 0.4, 'ltable_price': 0.4, 'rtable_name/rtable_description': 0.6, 'rtable_name/rtable_price': 0.6, 'rtable_description/rtable_price': 0.6, 'ltable_name/ltable_description': 0.4, 'ltable_name/ltable_price': 0.4, 'ltable_description/ltable_price': 0.4}",certa,18.63680526799999,0.0,0.0,994-336,[0.84700507 0.15299495]
7,"{'ltable_name': 0.4558823529411764, 'ltable_description': 0.4558823529411764, 'ltable_price': 0.4558823529411764, 'rtable_name': 0.27941176470588236, 'rtable_description': 0.25, 'rtable_price': 0.2647058823529412}","{'ltable_name': 0.7, 'ltable_description': 0.7, 'ltable_price': 0.7, 'rtable_name': 0.3, 'rtable_description': 0.2, 'rtable_price': 0.3, 'ltable_name/ltable_description': 0.7, 'ltable_name/ltable_price': 0.7, 'ltable_description/ltable_price': 0.7, 'rtable_name/rtable_description': 0.3, 'rtable_name/rtable_price': 0.3, 'rtable_description/rtable_price': 0.2}",certa,16.527898488999995,0.0,0.0,808-127,[0.9769018  0.02309824]
8,"{'ltable_name': 0.3731343283582089, 'ltable_description': 0.3731343283582089, 'ltable_price': 0.3731343283582089, 'rtable_name': 0.3582089552238806, 'rtable_description': 0.32835820895522383, 'rtable_price': 0.3731343283582089}","{'rtable_name': 0.5, 'rtable_description': 0.3, 'rtable_price': 0.5, 'ltable_name': 0.5, 'ltable_description': 0.5, 'ltable_price': 0.5, 'rtable_name/rtable_description': 0.4, 'rtable_name/rtable_price': 0.5, 'rtable_description/rtable_price': 0.5, 'ltable_name/ltable_description': 0.5, 'ltable_name/ltable_price': 0.5, 'ltable_description/ltable_price': 0.5}",certa,18.514763780999942,0.0,0.0,987-980,[0.9935654  0.00643463]
9,"{'ltable_name': 0.39999999999999997, 'ltable_description': 0.41666666666666663, 'ltable_price': 0.31666666666666665, 'rtable_name': 0.41666666666666663, 'rtable_description': 0.35, 'rtable_price': 0.41666666666666663}","{'ltable_name': 0.5, 'ltable_description': 0.5, 'ltable_price': 0.0, 'rtable_name': 0.5, 'rtable_description': 0.1, 'rtable_price': 0.5, 'ltable_name/ltable_description': 0.5, 'ltable_name/ltable_price': 0.4, 'ltable_description/ltable_price': 0.5, 'rtable_name/rtable_description': 0.5, 'rtable_name/rtable_price': 0.5, 'rtable_description/rtable_price': 0.5}",certa,17.103922320999914,0.0,0.0,332-237,[0.98237914 0.01762084]
