,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,label
0,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,nan,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,375.8,0
1,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,nan,sony handycam dcr-sr85 digital camcorder dcrsr85,lithium ion ( li-ion ) photo battery,nan,0
2,olympus black 10 megapixels digital camera sp565uz,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,139.0,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,119.36,0
3,sony bravia theater black micro system davis50b,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,nan,sony handycam dcr-sr85 digital camcorder dcrsr85,lithium ion ( li-ion ) photo battery,nan,0
4,olympus black 10 megapixels digital camera sp565uz,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,nan,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,289.95,0
5,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,nan,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,169.99,0
6,audiovox commander mt xm satellite radio receiver xmrvrfm002,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,nan,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,104.95,0
7,canon silver powershot digital camera sd880is,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,nan,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,289.95,0
8,sony cyber-shot black digital camera dsch10b,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,nan,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,169.99,0
9,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,nan,directed electronics sportster 4 sirius satellite radio receiver sp4tk1,lithium ion ( li-ion ) photo battery,nan,0
