,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,label
0,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,4:03,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,2015 If Moving Your Mine,4:03,"June 30 , 2015",1
1,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,4:03,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,2015 If Moving Your Mine,4:03,"August 21 , 2009",1
2,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 0.99,2015 KIDinaKORNER/Interscope Records,4:03,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,4:03,"June 30 , 2015",1
3,VHS Outro ( Interlude ),X Ambassadors,VHS,"Dance , Music , Rock",$ 1.29,2015 KIDinaKORNER/Interscope Records,4:03,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,2015 If Moving Your Mine,4:03,"August 21 , 2009",1
4,VHS Outro ( Interlude ),Flo Rida,VHS,"Alternative , Music , Rock , Adult Alternative",$ 0.99,2015 KIDinaKORNER/Interscope Records,4:03,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,4:03,"June 30 , 2015",1
5,VHS Outro ( Interlude ),Wiz Khalifa,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,4:03,30-Jun-15,Moving Day ( Interlude ),Justin Bieber,Never Say Never - The Remixes,Alternative Rock,$ 0.99,2013 Mad Decent,4:03,"June 30 , 2015",1
6,VHS Outro ( Interlude ),Flo Rida,One Love ( Deluxe Version ),"Alternative , Music , Rock , Adult Alternative",$ 0.99,2015 KIDinaKORNER/Interscope Records,4:03,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,4:03,"June 30 , 2015",1
7,VHS Outro ( Interlude ),X Ambassadors,VHS,"Dance , Music , Rock",$ 1.29,2015 KIDinaKORNER/Interscope Records,4:03,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,Flight School [ Explicit ],Alternative Rock,$ 1.29,2015 If Moving Your Mine,4:03,"August 21 , 2009",1
8,VHS Outro ( Interlude ),Flo Rida,One Love ( Deluxe Version ),"Alternative , Music , Rock , Adult Alternative",$ 0.99,2010 Gum Prod licence exclusive Parlophone Music France,4:03,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,4:03,"June 30 , 2015",1
9,VHS Outro ( Interlude ),X Ambassadors,Fetty Wap ( Deluxe ),"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,4:03,30-Jun-15,Money Right ( feat . Rick Ross & Brisco ) [ Explicit ],X Ambassadors,Listen ( Deluxe ),Alternative Rock,$ 1.29,2013 Warner Bros. . Records Inc.,4:03,"February 14 , 2011",1
