,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,label
0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Fetty Wap,Mail On Sunday ( Deluxe Version ),"Dance , Music",$ 0.99,2015 KIDinaKORNER/Interscope Records,4:03,24-Nov-14,Sound Of Letting Go ( Feat . Chris Willis ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 0.99,( C ) 2015 KIDinaKORNER/Interscope Records,4:03,"August 21 , 2009",1
1,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 0.99,2015 KIDinaKORNER/Interscope Records,4:03,21-Aug-09,Sound Of Letting Go ( Feat . Chris Willis ),David Guetta,One Love ( Deluxe Version ),Soundtracks,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"August 21 , 2009",1
2,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Wiz Khalifa,One Love ( Deluxe Version ),"Dance , Music , Rock",$ 0.99,2015 300 Entertainment/RGF Productions,4:03,24-Nov-14,Sound Of Letting Go ( Feat . Chris Willis ),David Guetta,Never Say Never - The Remixes,Dance & Electronic,$ 1.29,2013 Warner Bros. . Records Inc.,4:03,"August 21 , 2009",1
3,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 0.99,2015 KIDinaKORNER/Interscope Records,4:03,21-Aug-09,Sound Of Letting Go ( Feat . Chris Willis ),David Guetta,Mail On Sunday [ Explicit ],Soundtracks,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"August 21 , 2009",1
4,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,Flight School,"Dance , Music",$ 0.99,2015 KIDinaKORNER/Interscope Records,4:03,21-Aug-09,Sound Of Letting Go ( Feat . Chris Willis ),David Guetta,Mail On Sunday [ Explicit ],Soundtracks,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"August 21 , 2009",1
5,Whateva ( feat . Monty ),David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,4:03,10-Dec-13,My Way ( feat . Monty ) [ Clean ],David Guetta,Mail On Sunday [ Explicit ],Pop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"April 17 , 2009",1
6,Whateva ( feat . Monty ),David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,4:03,10-Dec-13,Sound Of Letting Go ( Feat . Chris Willis ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"April 17 , 2009",1
7,Whateva ( feat . Monty ),David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,4:03,10-Dec-13,My Way ( feat . Monty ) [ Clean ],David Guetta,Mail On Sunday [ Explicit ],Dance & Electronic,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"April 17 , 2009",1
8,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Fetty Wap,Mail On Sunday ( Deluxe Version ),"Dance , Music",$ 1.29,2015 KIDinaKORNER/Interscope Records,4:03,24-Nov-14,Sound Of Letting Go ( Feat . Chris Willis ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 0.99,( C ) 2015 KIDinaKORNER/Interscope Records,4:03,"August 21 , 2009",1
9,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Wiz Khalifa,One Love ( Deluxe Version ),"Dance , Music , Rock",$ 0.99,2015 300 Entertainment/RGF Productions,4:03,24-Nov-14,Sound Of Letting Go ( Feat . Chris Willis ),Fetty Wap,Never Say Never - The Remixes,Dance & Electronic,$ 1.29,2013 Warner Bros. . Records Inc.,4:03,"August 21 , 2009",1
