,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score
0,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Ale,Portneuf Valley Brewing Co. .,Amber Ale,3.90 %,"{'rtable_Beer_Name', 'rtable_Style', 'rtable_ABV', 'rtable_Brew_Factory_Name'}",0.9241404810905457
15,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,,0.07245951890945435
1,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_Beer_Name',)",0.592828631401062
2,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,5.50 %,"('rtable_Brew_Factory_Name',)",0.07509273290634155
3,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_Style',)",0.07245951890945435
4,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,3.90 %,"('rtable_ABV',)",0.07047123461961746
5,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Ale,Portneuf Valley Brewing Co. .,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')",0.5888601541519165
6,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Style')",0.592828631401062
7,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Ale,Sick N Twisted Brewing Company,Amber Ale,3.90 %,"('rtable_Beer_Name', 'rtable_ABV')",0.5948313474655151
8,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,5.50 %,"('rtable_Brew_Factory_Name', 'rtable_Style')",0.07509273290634155
9,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,3.90 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')",0.07301969081163406
10,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,3.90 %,"('rtable_Style', 'rtable_ABV')",0.07047123461961746
11,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Ale,Portneuf Valley Brewing Co. .,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')",0.5888601541519165
12,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Ale,Portneuf Valley Brewing Co. .,Amber Ale,3.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')",0.5905232429504395
13,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Ale,Sick N Twisted Brewing Company,Amber Ale,3.90 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')",0.5948313474655151
14,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,3.90 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')",0.07301969081163406
