,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score,label
0,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Kuhnhenn Red Run Red Ale,Kuhnhenn Brewing,Amber Ale,%,"{'rtable_ABV', 'rtable_Beer_Name', 'rtable_Style', 'rtable_Brew_Factory_Name'}",0.8385760316610337,
15,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,,0.15802396833896637,
1,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Kuhnhenn Red Run Red Ale,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('rtable_Beer_Name',)",0.04415204003453255,
2,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Kuhnhenn Brewing,Spice/Herb/Vegetable,5.20 %,"('rtable_Brew_Factory_Name',)",0.1852138489484787,
3,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Amber Ale,5.20 %,"('rtable_Style',)",0.4026585817337036,
4,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,%,"('rtable_ABV',)",0.4693845212459564,
5,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Kuhnhenn Red Run Red Ale,Kuhnhenn Brewing,Spice/Herb/Vegetable,5.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')",0.22307997941970825,
6,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Kuhnhenn Red Run Red Ale,Sawdust City Brewing Company,Amber Ale,5.20 %,"('rtable_Beer_Name', 'rtable_Style')",0.11640149354934692,
7,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Kuhnhenn Red Run Red Ale,Sawdust City Brewing Company,Spice/Herb/Vegetable,%,"('rtable_Beer_Name', 'rtable_ABV')",0.22128529846668246,
8,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Kuhnhenn Brewing,Amber Ale,5.20 %,"('rtable_Brew_Factory_Name', 'rtable_Style')",0.2484763711690903,
9,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Kuhnhenn Brewing,Spice/Herb/Vegetable,%,"('rtable_Brew_Factory_Name', 'rtable_ABV')",0.41344478726387024,
10,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Amber Ale,%,"('rtable_Style', 'rtable_ABV')",0.449172168970108,
11,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Kuhnhenn Red Run Red Ale,Kuhnhenn Brewing,Amber Ale,5.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')",0.3888283967971802,
12,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Kuhnhenn Red Run Red Ale,Kuhnhenn Brewing,Spice/Herb/Vegetable,%,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')",0.4680281579494476,
13,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Kuhnhenn Red Run Red Ale,Sawdust City Brewing Company,Amber Ale,%,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')",0.26943618059158325,
14,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Kuhnhenn Brewing,Amber Ale,%,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')",0.3246002793312073,
