,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score,label
0,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing,Spice/Herb/Vegetable,5.20 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"{'ltable_Beer_Name', 'ltable_Style', 'ltable_ABV', 'ltable_Brew_Factory_Name'}",0.564387321472168,
15,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,,0.15802396833896637,
1,Sawdust City Red Rocket Coffee Spiced Stout,Straight To Ale,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name',)",0.3993278741836548,
2,Rocket City Red,Sawdust City Brewing,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Brew_Factory_Name',)",0.5667588710784912,
3,Rocket City Red,Straight To Ale,Spice/Herb/Vegetable,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Style',)",0.4945018589496613,
4,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.20 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_ABV',)",0.3799699246883392,
5,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')",0.5335211753845215,
6,Sawdust City Red Rocket Coffee Spiced Stout,Straight To Ale,Spice/Herb/Vegetable,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Style')",0.4713402986526489,
7,Sawdust City Red Rocket Coffee Spiced Stout,Straight To Ale,American Amber / Red Ale,5.20 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_ABV')",0.4576525092124939,
8,Rocket City Red,Sawdust City Brewing,Spice/Herb/Vegetable,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Brew_Factory_Name', 'ltable_Style')",0.6145601868629456,
9,Rocket City Red,Sawdust City Brewing,American Amber / Red Ale,5.20 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')",0.5749729871749878,
10,Rocket City Red,Straight To Ale,Spice/Herb/Vegetable,5.20 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Style', 'ltable_ABV')",0.4879222512245178,
11,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing,Spice/Herb/Vegetable,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')",0.562420666217804,
12,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing,American Amber / Red Ale,5.20 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')",0.5276750326156616,
13,Sawdust City Red Rocket Coffee Spiced Stout,Straight To Ale,Spice/Herb/Vegetable,5.20 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')",0.5156154632568359,
14,Rocket City Red,Sawdust City Brewing,Spice/Herb/Vegetable,5.20 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')",0.6071452498435974,
