,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,label
0,canon black rechargeable battery 9612a001,"canon black rechargeable battery 9612a001 lithium-ion technology compatible with canon digital rebel xt and powershot s series digital cameras also compatible with canon elura series , optura series and zr series camcorders black finish",nan,toshiba sd-p71s portable dvd player,nan,169.99,1
1,canon black rechargeable battery 9612a001,"canon black rechargeable battery 9612a001 lithium-ion technology compatible with canon digital rebel xt and powershot s series digital cameras also compatible with canon elura series , optura series and zr series camcorders black finish",nan,maytag 2.0 cu . ft. over-the-range microwave oven,xs fm transmitter 6 lines lcd,nan,1
2,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t,"canon black rechargeable battery 9612a001 lithium-ion technology compatible with canon digital rebel xt and powershot s series digital cameras also compatible with canon elura series , optura series and zr series camcorders black finish",nan,canon canon cb-2lw battery charger 0763b001,nan,104.95,1
3,audiovox commander mt xm satellite radio receiver xmrvrfm002,"canon black rechargeable battery 9612a001 lithium-ion technology compatible with canon digital rebel xt and powershot s series digital cameras also compatible with canon elura series , optura series and zr series camcorders black finish",nan,olympus ps-bls1 lithium ion digital camera battery 260236,nan,nan,1
4,canon black rechargeable battery 9612a001,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,nan,canon canon cb-2lw battery charger 0763b001,nan,nan,1
5,canon black rechargeable battery 9612a001,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,nan,olympus fe-360 digital camera pink 226540,nan,nan,1
6,canon black rechargeable battery 9612a001,"canon black rechargeable battery 9612a001 lithium-ion technology compatible with canon digital rebel xt and powershot s series digital cameras also compatible with canon elura series , optura series and zr series camcorders black finish",nan,canon canon cb-2lw battery charger 0763b001,nan,375.8,1
7,canon black rechargeable battery 9612a001,"canon black rechargeable battery 9612a001 lithium-ion technology compatible with canon digital rebel xt and powershot s series digital cameras also compatible with canon elura series , optura series and zr series camcorders black finish",139.0,olympus ps-bls1 lithium ion digital camera battery 260236,nan,nan,1
8,canon black rechargeable battery 9612a001,panasonic black 8.5 ' portable dvd player dvdls83 8.5 ' free style wide screen lcd display 6 hour battery multi format playback dual headphone jacks divx playback car dc adapter included black finish,nan,canon canon cb-2lw battery charger 0763b001,toshiba sd-p71s 7 ' portable dvd player,nan,1
9,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,"canon black rechargeable battery 9612a001 lithium-ion technology compatible with canon digital rebel xt and powershot s series digital cameras also compatible with canon elura series , optura series and zr series camcorders black finish",nan,canon canon cb-2lw battery charger 0763b001,nan,104.95,1
