,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,label
0,olympus black 10 megapixels digital camera sp565uz,sony dsch10 cyber-shot black digital camera dsch10b 8.1 megapixels 3.0 ' lcd display carl zeiss 10x optical zoom lens 31 mb internal memory versatile flash advanced sports mode 9-point auto focus high sensitivity mode burst mode face detection in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility stamina battery power beginner-friendly function guide black finish,nan,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,nan,0
1,canon silver powershot digital camera sd880is,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,nan,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,nan,0
2,sony bravia theater black micro system davis50b,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,nan,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,nan,0
3,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,nan,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,nan,0
4,panasonic black 8.5 ' portable dvd player dvdls83,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,nan,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,nan,0
5,olympus black 10 megapixels digital camera sp565uz,panasonic black 8.5 ' portable dvd player dvdls83 8.5 ' free style wide screen lcd display 6 hour battery multi format playback dual headphone jacks divx playback car dc adapter included black finish,nan,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,nan,0
6,olympus black 10 megapixels digital camera sp565uz,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,nan,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,nan,0
7,olympus black 10 megapixels digital camera sp565uz,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,nan,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,nan,0
8,olympus black 10 megapixels digital camera sp565uz,canon silver powershot digital camera sd880is 10 megapixel 4x optical zoom optical image stabilizer 3.0 ' purecolor lcd ii digic 4 image processor face detection self-timer red-eye correction 19 shooting modes print/share button silver finish,nan,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,nan,0
9,olympus black 10 megapixels digital camera sp565uz,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,nan,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,nan,0
