,explanation,type,latency,match,label,row,prediction
0,"{'ltable_description': -8.149299108624706e-34, 'ltable_name': -2.9905155557295203e-33, 'ltable_price': 2.1466769032330895e-33, 'rtable_description': 4.9734849580892384e-33, 'rtable_name': -3.7607335592521784e-33, 'rtable_price': 3.792544655673994e-33}",landmark,17.407014650059864,0.0,0.0,445-910,[0.94196874 0.05803126]
1,"{'ltable_description': 0.0, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.0}",landmark,18.2903733990388,0.0,0.0,719-812,[0.91537622 0.08462378]
2,"{'ltable_description': 1.8726553511560992e-32, 'ltable_name': 2.2457097411769017e-33, 'ltable_price': -2.1849658450788444e-33, 'rtable_description': -6.65757256774439e-33, 'rtable_name': 5.2663365412859704e-33, 'rtable_price': -6.126681941263697e-33}",landmark,16.854418004048057,0.0,0.0,550-664,[0.95565308 0.04434692]
3,"{'ltable_description': 1.4345807279042555e-32, 'ltable_name': -3.682491860998022e-32, 'ltable_price': -1.7365347866889947e-33, 'rtable_description': 3.581266424852648e-32, 'rtable_name': -4.278107188327337e-34, 'rtable_price': -4.320837093209739e-33}",landmark,18.594361739931628,0.0,1.0,942-949,[0.94587847 0.05412153]
4,"{'ltable_description': 3.914599694617967e-32, 'ltable_name': -1.9613600728087618e-32, 'ltable_price': 3.9389807742893816e-33, 'rtable_description': -9.994652947651268e-33, 'rtable_name': -1.8970109774832746e-33, 'rtable_price': 1.2238311513626156e-33}",landmark,16.98206919594668,0.0,0.0,643-636,[0.95978661 0.04021339]
5,"{'ltable_description': 0.0, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.0}",landmark,18.43696442991495,0.0,0.0,495-578,[0.95131665 0.04868335]
6,"{'ltable_description': 2.363565137753987e-32, 'ltable_name': 1.9855111654473037e-32, 'ltable_price': -6.428421057739106e-33, 'rtable_description': 1.1294281919259293e-33, 'rtable_name': -1.3124528248627646e-33, 'rtable_price': -2.8997845092326638e-34}",landmark,17.451028065988794,0.0,0.0,994-336,[0.94929803 0.05070197]
7,"{'ltable_description': 1.4202246936640315e-32, 'ltable_name': 3.0730041646545117e-33, 'ltable_price': 2.143223441849896e-33, 'rtable_description': 5.580258475763881e-33, 'rtable_name': -1.9113441712955628e-32, 'rtable_price': 2.6384865457698937e-33}",landmark,17.418372452026233,0.0,0.0,808-127,[0.95074893 0.04925107]
8,"{'ltable_description': -1.8845246427125014e-32, 'ltable_name': 1.638989722994244e-32, 'ltable_price': -2.2037027565970707e-33, 'rtable_description': 2.2795316617966333e-32, 'rtable_name': 8.546311270295884e-33, 'rtable_price': -4.62151216762514e-33}",landmark,18.991364308050834,0.0,0.0,987-980,[0.94621041 0.05378959]
9,"{'ltable_description': 2.5647341135665087e-32, 'ltable_name': -7.230124009624435e-33, 'ltable_price': -2.7058032240396135e-33, 'rtable_description': 2.645142739578839e-33, 'rtable_name': 4.6243517054716125e-34, 'rtable_price': 2.2914643727214486e-33}",landmark,17.14604886097368,0.0,0.0,332-237,[0.95486738 0.04513262]
