,explanation,summary,type,latency,match,label,row,prediction
0,"{'ltable_name': 0.6666666666666666, 'ltable_description': 0.6666666666666666, 'ltable_price': 0.5, 'rtable_name': 0.16666666666666666, 'rtable_description': 0.16666666666666666, 'rtable_price': 0.16666666666666666}","{'ltable_name': 1.0, 'ltable_description': 1.0, 'ltable_price': 0.0, 'ltable_name/ltable_description': 1.0, 'ltable_name/ltable_price': 1.0, 'ltable_description/ltable_price': 1.0}",certa,258.015915926,1.0,0.0,445-910,[0.02811247 0.97188753]
1,"{'ltable_name': 0.7142857142857142, 'ltable_description': 0.7142857142857142, 'ltable_price': 0.5714285714285714, 'rtable_name': 0.2857142857142857, 'rtable_description': 0.2857142857142857, 'rtable_price': 0.2857142857142857}","{'ltable_name': 0.5, 'ltable_description': 0.5, 'ltable_price': 0.0, 'rtable_name': 0.0, 'rtable_description': 0.0, 'rtable_price': 0.0, 'ltable_name/ltable_description': 0.5, 'ltable_name/ltable_price': 0.5, 'ltable_description/ltable_price': 0.5, 'rtable_name/rtable_description': 0.0, 'rtable_name/rtable_price': 0.0, 'rtable_description/rtable_price': 0.0}",certa,175.6544674710001,1.0,0.0,719-812,[0.02168113 0.97831887]
2,"{'ltable_name': 0.5102040816326531, 'ltable_description': 0.5102040816326531, 'ltable_price': 0.40816326530612246, 'rtable_name': 0.4897959183673469, 'rtable_description': 0.2857142857142857, 'rtable_price': 0.30612244897959184}","{'ltable_name': 0.5, 'ltable_description': 0.5, 'ltable_price': 0.0, 'rtable_name': 0.5, 'rtable_description': 0.0, 'rtable_price': 0.0, 'ltable_name/ltable_description': 0.5, 'ltable_name/ltable_price': 0.5, 'ltable_description/ltable_price': 0.5, 'rtable_name/rtable_description': 0.4, 'rtable_name/rtable_price': 0.5, 'rtable_description/rtable_price': 0.0}",certa,124.8950134200004,1.0,0.0,550-664,[0.18458563 0.81541437]
3,"{'ltable_name': 0.4032258064516129, 'ltable_description': 0.4032258064516129, 'ltable_price': 0.4032258064516129, 'rtable_name': 0.4032258064516129, 'rtable_description': 0.27419354838709675, 'rtable_price': 0.3387096774193548}","{'ltable_name': 0.5, 'ltable_description': 0.5, 'ltable_price': 0.5, 'rtable_name': 0.5, 'rtable_description': 0.1, 'rtable_price': 0.5, 'ltable_name/ltable_description': 0.5, 'ltable_name/ltable_price': 0.5, 'ltable_description/ltable_price': 0.5, 'rtable_name/rtable_description': 0.5, 'rtable_name/rtable_price': 0.5, 'rtable_description/rtable_price': 0.1}",certa,95.75426776299992,1.0,1.0,942-949,[0.49319082 0.50680918]
4,"{'ltable_name': 0.6666666666666666, 'ltable_description': 0.6666666666666666, 'ltable_price': 0.5, 'rtable_name': 0.16666666666666666, 'rtable_description': 0.16666666666666666, 'rtable_price': 0.16666666666666666}","{'ltable_name': 1.0, 'ltable_description': 1.0, 'ltable_price': 0.0, 'ltable_name/ltable_description': 1.0, 'ltable_name/ltable_price': 1.0, 'ltable_description/ltable_price': 1.0}",certa,235.27601990699986,1.0,0.0,643-636,[0.02020532 0.97979468]
5,"{'ltable_name': 1.0, 'ltable_description': 0.7142857142857143, 'ltable_price': 0.5, 'rtable_name': 0.35714285714285715, 'rtable_description': 0.35714285714285715, 'rtable_price': 0.35714285714285715}","{'ltable_name': 0.4, 'ltable_description': 0.0, 'ltable_price': 0.0, 'ltable_name/ltable_description': 1.0, 'ltable_name/ltable_price': 0.4, 'ltable_description/ltable_price': 0.0}",certa,241.19171382900004,0.0,0.0,495-578,[0.92429794 0.07570206]
6,"{'ltable_name': 0.6666666666666666, 'ltable_description': 0.6666666666666666, 'ltable_price': 0.5, 'rtable_name': 0.16666666666666666, 'rtable_description': 0.16666666666666666, 'rtable_price': 0.16666666666666666}","{'ltable_name': 1.0, 'ltable_description': 1.0, 'ltable_price': 0.0, 'ltable_name/ltable_description': 1.0, 'ltable_name/ltable_price': 1.0, 'ltable_description/ltable_price': 1.0}",certa,241.8382582309996,1.0,0.0,994-336,[0.0143199 0.9856801]
7,"{'ltable_name': 0.49122807017543857, 'ltable_description': 0.49122807017543857, 'ltable_price': 0.40350877192982454, 'rtable_name': 0.24561403508771928, 'rtable_description': 0.38596491228070173, 'rtable_price': 0.3157894736842105}","{'ltable_name': 0.6, 'ltable_description': 0.6, 'ltable_price': 0.1, 'rtable_name': 0.0, 'rtable_description': 0.4, 'rtable_price': 0.4, 'ltable_name/ltable_description': 0.6, 'ltable_name/ltable_price': 0.6, 'ltable_description/ltable_price': 0.6, 'rtable_name/rtable_description': 0.4, 'rtable_name/rtable_price': 0.0, 'rtable_description/rtable_price': 0.4}",certa,92.47485803200016,1.0,0.0,808-127,[0.37180114 0.62819886]
8,"{'ltable_name': 0.7352941176470589, 'ltable_description': 0.4411764705882353, 'ltable_price': 0.4411764705882353, 'rtable_name': 0.4411764705882353, 'rtable_description': 0.5588235294117647, 'rtable_price': 0.35294117647058826}","{'rtable_name': 0.0, 'rtable_description': 0.2, 'rtable_price': 0.0, 'ltable_name': 0.5, 'ltable_description': 0.0, 'ltable_price': 0.0, 'rtable_name/rtable_description': 0.5, 'rtable_name/rtable_price': 0.0, 'rtable_description/rtable_price': 0.2, 'ltable_name/ltable_description': 0.5, 'ltable_name/ltable_price': 0.5, 'ltable_description/ltable_price': 0.0}",certa,94.923798799,0.0,0.0,987-980,[0.99794994 0.00205006]
9,"{'ltable_name': 0.5, 'ltable_description': 0.5, 'ltable_price': 0.4, 'rtable_name': 0.5, 'rtable_description': 0.30000000000000004, 'rtable_price': 0.30000000000000004}","{'ltable_name': 0.5, 'ltable_description': 0.5, 'ltable_price': 0.0, 'rtable_name': 0.5, 'rtable_description': 0.0, 'rtable_price': 0.0, 'ltable_name/ltable_description': 0.5, 'ltable_name/ltable_price': 0.5, 'ltable_description/ltable_price': 0.5, 'rtable_name/rtable_description': 0.5, 'rtable_name/rtable_price': 0.5, 'rtable_description/rtable_price': 0.0}",certa,220.1467909109997,1.0,0.0,332-237,[0.0586127 0.9413873]
