,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score
0,Brannon_s,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"{'ltable_Beer_Name', 'ltable_Style', 'ltable_ABV', 'ltable_Brew_Factory_Name'}",0.7352237701416016
15,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,,0.020617129281163216
1,Brannon_s,Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name',)",0.7620023488998413
2,Red Hopper ( Imperial Red Ale ),Brannon_s Pub and Brewery,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name',)",0.023858612403273586
3,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Strong Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Style',)",0.02117403782904148
4,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,8.79 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_ABV',)",0.02912552282214165
5,Brannon_s,Brannon_s Pub and Brewery,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')",0.8069736361503601
6,Brannon_s,Black Acre Brewing Co. .,American Strong Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_Style')",0.7735759615898132
7,Brannon_s,Black Acre Brewing Co. .,American Amber / Red Ale,8.79 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_ABV')",0.832388162612915
8,Red Hopper ( Imperial Red Ale ),Brannon_s Pub and Brewery,American Strong Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name', 'ltable_Style')",0.0245065838098526
9,Red Hopper ( Imperial Red Ale ),Brannon_s Pub and Brewery,American Amber / Red Ale,8.79 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')",0.03368351235985756
10,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Strong Ale,8.79 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Style', 'ltable_ABV')",0.02990541234612465
11,Brannon_s,Brannon_s Pub and Brewery,American Strong Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')",0.817026674747467
12,Brannon_s,Brannon_s Pub and Brewery,American Amber / Red Ale,8.79 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')",0.8666816949844359
13,Brannon_s,Black Acre Brewing Co. .,American Strong Ale,8.79 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')",0.841172993183136
14,Red Hopper ( Imperial Red Ale ),Brannon_s Pub and Brewery,American Strong Ale,8.79 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')",0.03458375111222267
