,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,label
0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Fetty Wap ( Deluxe ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",4:03,24-Nov-14,Missing You ( Feat . Novel ; Continuous Mix Version ),David Guetta,Never Say Never - The Remixes,Dance & Electronic,$ 0.99,2015 If Moving Your Mine,4:03,"August 21 , 2009",1
1,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Fetty Wap ( Deluxe ),"Dance , Music , Rock , House , Electronic , French Pop",$ 0.99,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",4:03,24-Nov-14,Missing You ( Feat . Novel ; Continuous Mix Version ),David Guetta,Never Say Never - The Remixes,Dance & Electronic,$ 0.99,2015 If Moving Your Mine,4:03,"August 21 , 2009",1
2,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Fetty Wap ( Deluxe ),"Dance , Music , Rock , House , Electronic , French Pop",$ 0.99,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",4:03,24-Nov-14,Missing You ( Feat . Novel ; Continuous Mix Version ),Fetty Wap,Never Say Never - The Remixes,Dance & Electronic,$ 0.99,2015 If Moving Your Mine,4:03,"August 21 , 2009",1
3,VHS Outro ( Interlude ),Justin Bieber,Listen ( Deluxe Version ),"Hip-Hop/Rap , Music",$ 1.99,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",4:03,24-Nov-14,The High Fells ( Extended Version ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:03,"August 21 , 2009",1
4,Elevator ( feat . Timbaland ),David Guetta,Listen ( Deluxe Version ),"Soundtrack , Music , Soundtrack , Classical , Original Score",Album Only,‰ ãÑ 2013 WaterTower Music,4:03,24-Nov-14,Missing You ( Feat . Novel ; Continuous Mix Version ),Flo Rida,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:03,"August 21 , 2009",1
5,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Fetty Wap ( Deluxe ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",4:03,24-Nov-14,Missing You ( Feat . Novel ; Continuous Mix Version ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 0.99,2015 If Moving Your Mine,4:03,"August 21 , 2009",1
6,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Fetty Wap ( Deluxe ),"Dance , Music , Rock , House , Electronic , French Pop",$ 0.99,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",4:03,11-Sep-12,The High Fells ( Extended Version ),Fetty Wap,Never Say Never - The Remixes,Dance & Electronic,$ 0.99,2015 If Moving Your Mine,4:03,"December 10 , 2013",1
7,The Woodland Realm ( Extended Version ),Wiz Khalifa,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,2012 The Island Def Jam Music Group,4:03,24-Nov-14,The High Fells ( Extended Version ),Justin Bieber,One Love ( Deluxe Version ),Pop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"September 25 , 2015",1
8,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",Album Only,2015 KIDinaKORNER/Interscope Records,4:03,17-Apr-09,Missing You ( Feat . Novel ; Continuous Mix Version ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,4:03,"April 17 , 2009",1
9,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Fetty Wap ( Deluxe ),"Dance , Music , Rock , House , Electronic , French Pop",$ 0.99,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",4:03,11-Sep-12,Missing You ( Feat . Novel ; Continuous Mix Version ),Fetty Wap,Never Say Never - The Remixes,Dance & Electronic,$ 0.99,2015 If Moving Your Mine,4:03,"December 10 , 2013",1
