,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score,label
0,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Portneuf Valley Twisted Stick Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,3.90,"{'rtable_ABV', 'rtable_Beer_Name', 'rtable_Style', 'rtable_Brew_Factory_Name'}",0.7347304224967957,
15,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,,0.012094368226826191,
1,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Portneuf Valley Twisted Stick Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_Beer_Name',)",0.7466386556625366,
2,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,5.50 %,"('rtable_Brew_Factory_Name',)",0.00871851947158575,
3,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_Style',)",0.022828642278909683,
4,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,3.90,"('rtable_ABV',)",0.048211272805929184,
5,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Portneuf Valley Twisted Stick Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')",0.7633113265037537,
6,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Portneuf Valley Twisted Stick Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Style')",0.7565667033195496,
7,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Portneuf Valley Twisted Stick Amber Ale,Sick N Twisted Brewing Company,Amber Ale,3.90,"('rtable_Beer_Name', 'rtable_ABV')",0.7444502115249634,
8,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,5.50 %,"('rtable_Brew_Factory_Name', 'rtable_Style')",0.012143313884735107,
9,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,3.90,"('rtable_Brew_Factory_Name', 'rtable_ABV')",0.04454484581947327,
10,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,3.90,"('rtable_Style', 'rtable_ABV')",0.06578592956066133,
11,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Portneuf Valley Twisted Stick Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')",0.7633113265037537,
12,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Portneuf Valley Twisted Stick Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,3.90,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')",0.7533612251281738,
13,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Portneuf Valley Twisted Stick Amber Ale,Sick N Twisted Brewing Company,Amber Ale,3.90,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')",0.7444502115249634,
14,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,3.90,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')",0.04454484581947327,
