,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score,label
0,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Stick Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,3.90 %,"{'rtable_ABV', 'rtable_Beer_Name', 'rtable_Style', 'rtable_Brew_Factory_Name'}",0.9845056317731739,
15,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,,0.012094368226826191,
1,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Stick Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_Beer_Name',)",0.3816485106945038,
2,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,5.50 %,"('rtable_Brew_Factory_Name',)",0.00871851947158575,
3,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_Style',)",0.022828642278909683,
4,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,3.90 %,"('rtable_ABV',)",0.02257219329476356,
5,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Stick Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')",0.6447738409042358,
6,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Stick Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Style')",0.4140677750110626,
7,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Stick Amber Ale,Sick N Twisted Brewing Company,Amber Ale,3.90 %,"('rtable_Beer_Name', 'rtable_ABV')",0.4175841212272644,
8,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,5.50 %,"('rtable_Brew_Factory_Name', 'rtable_Style')",0.012143313884735107,
9,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,3.90 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')",0.011863339692354202,
10,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,3.90 %,"('rtable_Style', 'rtable_ABV')",0.030455878004431725,
11,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Stick Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')",0.6447738409042358,
12,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Stick Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,3.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')",0.6516974568367004,
13,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Stick Amber Ale,Sick N Twisted Brewing Company,Amber Ale,3.90 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')",0.4175841212272644,
14,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,3.90 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')",0.011863339692354202,
