,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score,label
0,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Portneuf Valley Twisted Stick Amber Ale,Portneuf Valley Brewing Co. .,Ale,3.90 %,"{'rtable_ABV', 'rtable_Beer_Name', 'rtable_Style', 'rtable_Brew_Factory_Name'}",0.7669292688369751,
15,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,,0.012094368226826191,
1,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Portneuf Valley Twisted Stick Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_Beer_Name',)",0.7466386556625366,
2,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,5.50 %,"('rtable_Brew_Factory_Name',)",0.00871851947158575,
3,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Ale,5.50 %,"('rtable_Style',)",0.02755277417600155,
4,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,3.90 %,"('rtable_ABV',)",0.02257219329476356,
5,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Portneuf Valley Twisted Stick Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')",0.7633113265037537,
6,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Portneuf Valley Twisted Stick Amber Ale,Sick N Twisted Brewing Company,Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Style')",0.7723910212516785,
7,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Portneuf Valley Twisted Stick Amber Ale,Sick N Twisted Brewing Company,Amber Ale,3.90 %,"('rtable_Beer_Name', 'rtable_ABV')",0.7585854530334473,
8,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Portneuf Valley Brewing Co. .,Ale,5.50 %,"('rtable_Brew_Factory_Name', 'rtable_Style')",0.01799806393682957,
9,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,3.90 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')",0.011863339692354202,
10,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Ale,3.90 %,"('rtable_Style', 'rtable_ABV')",0.03922772780060768,
11,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Portneuf Valley Twisted Stick Amber Ale,Portneuf Valley Brewing Co. .,Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')",0.7732909917831421,
12,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Portneuf Valley Twisted Stick Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,3.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')",0.7607223391532898,
13,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Portneuf Valley Twisted Stick Amber Ale,Sick N Twisted Brewing Company,Ale,3.90 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')",0.7745420336723328,
14,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Portneuf Valley Brewing Co. .,Ale,3.90 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')",0.01764632202684879,
