,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score
0,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Boundary Bay Old Bounder,Bay Brewery and Bistro,Barley Wine,10 %,"{'rtable_ABV', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_Beer_Name'}",0.016588930040597916
15,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,,0.9789911508560181
1,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Boundary Bay Old Bounder,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('rtable_Beer_Name',)",0.01658893
2,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Bay Brewery and Bistro,American Strong Ale,8.79 %,"('rtable_Brew_Factory_Name',)",0.9861899
3,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,Barley Wine,8.79 %,"('rtable_Style',)",0.9189845999999999
4,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,10 %,"('rtable_ABV',)",0.9246764000000001
5,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Boundary Bay Old Bounder,Bay Brewery and Bistro,American Strong Ale,8.79 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')",0.01658893
6,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Boundary Bay Old Bounder,Brannon_s Pub and Brewery,Barley Wine,8.79 %,"('rtable_Beer_Name', 'rtable_Style')",0.01658893
7,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Boundary Bay Old Bounder,Brannon_s Pub and Brewery,American Strong Ale,10 %,"('rtable_Beer_Name', 'rtable_ABV')",0.05533998
8,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Bay Brewery and Bistro,Barley Wine,8.79 %,"('rtable_Brew_Factory_Name', 'rtable_Style')",0.39505562
9,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Bay Brewery and Bistro,American Strong Ale,10 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')",0.9946360000000001
10,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,Barley Wine,10 %,"('rtable_Style', 'rtable_ABV')",0.92437124
11,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Boundary Bay Old Bounder,Bay Brewery and Bistro,Barley Wine,8.79 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')",0.01658893
12,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Boundary Bay Old Bounder,Bay Brewery and Bistro,American Strong Ale,10 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')",0.07181906
13,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Boundary Bay Old Bounder,Brannon_s Pub and Brewery,Barley Wine,10 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')",0.01658893
14,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Bay Brewery and Bistro,Barley Wine,10 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')",0.86369985
