,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score
0,Batch # 100 Barleywine - Brandy Barrel,Bravery Brewing,Barleywine,11.00 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"{'ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV'}",0.016588930040597916
15,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,,0.9789911508560181
1,Batch # 100 Barleywine - Brandy Barrel,Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name',)",0.01658893
2,Red Hopper ( Imperial Red Ale ),Bravery Brewing,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name',)",0.9988229999999999
3,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,Barleywine,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Style',)",0.9549082
4,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,11.00 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_ABV',)",0.9966857
5,Batch # 100 Barleywine - Brandy Barrel,Bravery Brewing,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')",0.01658893
6,Batch # 100 Barleywine - Brandy Barrel,Black Acre Brewing Co. .,Barleywine,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_Style')",0.059887372
7,Batch # 100 Barleywine - Brandy Barrel,Black Acre Brewing Co. .,American Amber / Red Ale,11.00 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_ABV')",0.01658893
8,Red Hopper ( Imperial Red Ale ),Bravery Brewing,Barleywine,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name', 'ltable_Style')",0.9990808000000001
9,Red Hopper ( Imperial Red Ale ),Bravery Brewing,American Amber / Red Ale,11.00 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')",0.99917775
10,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,Barleywine,11.00 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Style', 'ltable_ABV')",0.9933242
11,Batch # 100 Barleywine - Brandy Barrel,Bravery Brewing,Barleywine,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')",0.01658893
12,Batch # 100 Barleywine - Brandy Barrel,Bravery Brewing,American Amber / Red Ale,11.00 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')",0.01658893
13,Batch # 100 Barleywine - Brandy Barrel,Black Acre Brewing Co. .,Barleywine,11.00 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')",0.15505213
14,Red Hopper ( Imperial Red Ale ),Bravery Brewing,Barleywine,11.00 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')",0.95156014
