,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score
0,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Boundary Bay Old Bounder,Boundary,Barley Wine,10 %,"{'rtable_ABV', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_Beer_Name'}",0.016588930040597916
15,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,,0.9789911508560181
1,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Boundary Bay Old Bounder,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('rtable_Beer_Name',)",0.01658893
2,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Boundary,American Strong Ale,8.79 %,"('rtable_Brew_Factory_Name',)",0.9505138000000001
3,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,Barley Wine,8.79 %,"('rtable_Style',)",0.9189853000000001
4,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,10 %,"('rtable_ABV',)",0.92467713
5,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Boundary Bay Old Bounder,Boundary,American Strong Ale,8.79 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')",0.064476505
6,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Boundary Bay Old Bounder,Brannon_s Pub and Brewery,Barley Wine,8.79 %,"('rtable_Beer_Name', 'rtable_Style')",0.01658893
7,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Boundary Bay Old Bounder,Brannon_s Pub and Brewery,American Strong Ale,10 %,"('rtable_Beer_Name', 'rtable_ABV')",0.05533998
8,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Boundary,Barley Wine,8.79 %,"('rtable_Brew_Factory_Name', 'rtable_Style')",0.9464428
9,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Boundary,American Strong Ale,10 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')",0.6760404000000001
10,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,Barley Wine,10 %,"('rtable_Style', 'rtable_ABV')",0.92437124
11,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Boundary Bay Old Bounder,Boundary,Barley Wine,8.79 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')",0.01658893
12,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Boundary Bay Old Bounder,Boundary,American Strong Ale,10 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')",0.01658893
13,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Boundary Bay Old Bounder,Brannon_s Pub and Brewery,Barley Wine,10 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')",0.01658893
14,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Boundary,Barley Wine,10 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')",0.99790096
