,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,match_score
0,Sedici Gradi,Birra Del Borgo,Barleywine,16.00 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"{'ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV'}",0.016588930040597916
15,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,,0.9789911508560181
1,Sedici Gradi,Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name',)",0.041172076
2,Red Hopper ( Imperial Red Ale ),Birra Del Borgo,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name',)",0.99521303
3,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,Barleywine,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Style',)",0.9549082
4,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,16.00 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_ABV',)",0.9968130999999999
5,Sedici Gradi,Birra Del Borgo,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')",0.10088662
6,Sedici Gradi,Black Acre Brewing Co. .,Barleywine,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_Style')",0.17747808
7,Sedici Gradi,Black Acre Brewing Co. .,American Amber / Red Ale,16.00 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_ABV')",0.056876685
8,Red Hopper ( Imperial Red Ale ),Birra Del Borgo,Barleywine,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name', 'ltable_Style')",0.99000376
9,Red Hopper ( Imperial Red Ale ),Birra Del Borgo,American Amber / Red Ale,16.00 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')",0.9994973
10,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,Barleywine,16.00 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Style', 'ltable_ABV')",0.996766
11,Sedici Gradi,Birra Del Borgo,Barleywine,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')",0.05443444
12,Sedici Gradi,Birra Del Borgo,American Amber / Red Ale,16.00 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')",0.10551310000000001
13,Sedici Gradi,Black Acre Brewing Co. .,Barleywine,16.00 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')",0.14779726
14,Red Hopper ( Imperial Red Ale ),Birra Del Borgo,Barleywine,16.00 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')",0.97202444
