,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,label
0,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,"audiovox commander mt xm satellite radio receiver xmrvrfm002 , dual line display tuneselect feature universal connector scan and jump features full function remote black finish",nan,directed electronics sportster 4 sirius satellite radio receiver sp4tk1,xs fm transmitter 6 lines lcd,169.99,0
1,audiovox commander mt xm satellite radio receiver xmrvrfm002,panasonic black 8.5 ' portable dvd player dvdls83 8.5 ' free style wide screen lcd display 6 hour battery multi format playback dual headphone jacks divx playback car dc adapter included black finish,nan,directed electronics sportster 4 sirius satellite radio receiver sp4tk1,lithium ion ( li-ion ) photo battery,169.99,0
2,audiovox commander mt xm satellite radio receiver xmrvrfm002,"audiovox commander mt xm satellite radio receiver xmrvrfm002 , dual line display tuneselect feature universal connector scan and jump features full function remote black finish",nan,directed electronics sportster 4 sirius satellite radio receiver sp4tk1,xs fm transmitter 6 lines lcd,104.95,0
3,audiovox commander mt xm satellite radio receiver xmrvrfm002,"audiovox commander mt xm satellite radio receiver xmrvrfm002 , dual line display tuneselect feature universal connector scan and jump features full function remote black finish",nan,olympus ps-bls1 lithium ion digital camera battery 260236,"dvd player , 5.1 speakers 1 disc ( s ) progressive scan 450w rms dolby digital ex , dolby pro logic , dolby pro logic ii",169.99,0
4,sony bravia theater black micro system davis50b,"audiovox commander mt xm satellite radio receiver xmrvrfm002 , dual line display tuneselect feature universal connector scan and jump features full function remote black finish",nan,directed electronics sportster 4 sirius satellite radio receiver sp4tk1,xs fm transmitter 6 lines lcd,104.95,0
5,audiovox commander mt xm satellite radio receiver xmrvrfm002,"audiovox commander mt xm satellite radio receiver xmrvrfm002 , dual line display tuneselect feature universal connector scan and jump features full function remote black finish",nan,canon dc310 digital camcorder 2694b001,"canon dc310 dvd camcorder w / 41x advanced zoom , built-in lens cover , image stabilization , & canon exclusive - digic dv ii",169.99,0
6,audiovox commander mt xm satellite radio receiver xmrvrfm002,"audiovox commander mt xm satellite radio receiver xmrvrfm002 , dual line display tuneselect feature universal connector scan and jump features full function remote black finish",nan,directed electronics sportster 4 sirius satellite radio receiver sp4tk1,"dvd player , 5.1 speakers 1 disc ( s ) progressive scan 450w rms dolby digital ex , dolby pro logic , dolby pro logic ii",169.99,0
7,sony cyber-shot black digital camera dsch10b,"canon black rechargeable battery 9612a001 lithium-ion technology compatible with canon digital rebel xt and powershot s series digital cameras also compatible with canon elura series , optura series and zr series camcorders black finish",nan,directed electronics sportster 4 sirius satellite radio receiver sp4tk1,xs fm transmitter 6 lines lcd,169.99,0
8,sony cyber-shot black digital camera dsch10b,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,nan,directed electronics sportster 4 sirius satellite radio receiver sp4tk1,xs fm transmitter 6 lines lcd,169.99,0
9,audiovox commander mt xm satellite radio receiver xmrvrfm002,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,nan,directed electronics sportster 4 sirius satellite radio receiver sp4tk1,lithium ion ( li-ion ) photo battery,169.99,0
