,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,label
0,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,4:03,nan,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"September 25 , 2015",1
1,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,4:03,nan,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"April 17 , 2009",1
2,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,4:03,nan,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Mail On Sunday [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"April 17 , 2009",1
3,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,4:03,nan,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Mail On Sunday [ Explicit ],Alternative Rock,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"April 17 , 2009",1
4,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,4:03,nan,Missing You ( Feat . Novel ; Continuous Mix Version ),Fetty Wap,Mail On Sunday [ Explicit ],Alternative Rock,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"April 17 , 2009",1
5,Whateva ( feat . Monty ),Fetty Wap,One Love ( Deluxe Version ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,1:25,nan,Moving Day ( Interlude ),Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 0.99,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:47,"September 25 , 2015",0
6,Elevator ( feat . Timbaland ),Flo Rida,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,1:25,nan,Moving Day ( Interlude ),Fetty Wap,Mail On Sunday [ Explicit ],Rap & Hip-Hop,$ 0.99,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:46,"September 25 , 2015",1
7,Elevator ( feat . Timbaland ),Flo Rida,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,1:25,nan,Moving Day ( Interlude ),Fetty Wap,Mail On Sunday [ Explicit ],Alternative Rock,$ 0.99,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:46,"September 25 , 2015",1
8,VHS Outro ( Interlude ),Justin Bieber,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",$ 1.99,2012 The Island Def Jam Music Group,4:03,nan,Never Say Never [ feat . Jaden Smith ],X Ambassadors,Fetty Wap [ Clean ],Alternative Rock,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:03,"September 25 , 2015",1
9,Elevator ( feat . Timbaland ),Flo Rida,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",$ 0.99,2015 300 Entertainment/RGF Productions,1:25,nan,Moving Day ( Interlude ),Fetty Wap,Mail On Sunday [ Explicit ],Alternative Rock,$ 0.99,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:46,"September 25 , 2015",1
