,label,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,match_score,nomatch_score,alteredAttributes,droppedValues,copiedValues,triangle,attr_count
36,,The Night Out ( A-Trak Remix ),Martin Solveig,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",0.0045211403630673885,0.9954788596369326,"('ltable_Song_Name', 'ltable_Artist_Name')","['Extra Extra Credit', 'Wiz Khalifa']","['The Night Out ( A-Trak Remix )', 'Martin Solveig']",0@3354 1@17643 0@6373,2
37,,The Night Out ( A-Trak Remix ),Wiz Khalifa,Dance ( RED ) Save Lives [ Presented By TiÌÇsto ],"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",0.0028515863232314587,0.9971484136767685,"('ltable_Song_Name', 'ltable_Album_Name')","['Extra Extra Credit', 'Flight School']","['The Night Out ( A-Trak Remix )', 'Dance ( RED ) Save Lives [ Presented By TiÌÇsto ]']",0@3354 1@17643 0@6373,2
28,,White Noise / Red Meat ( Radio Edit ),Dada Life,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",0.004265086259692907,0.9957349137403071,"('ltable_Song_Name', 'ltable_Artist_Name')","['Extra Extra Credit', 'Wiz Khalifa']","['White Noise / Red Meat ( Radio Edit )', 'Dada Life']",0@3354 1@17643 0@6371,2
29,,White Noise / Red Meat ( Radio Edit ),Wiz Khalifa,Dance ( RED ) Save Lives [ Presented By TiÌÇsto ],"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",0.004998345859348774,0.9950016541406512,"('ltable_Song_Name', 'ltable_Album_Name')","['Extra Extra Credit', 'Flight School']","['White Noise / Red Meat ( Radio Edit )', 'Dance ( RED ) Save Lives [ Presented By TiÌÇsto ]']",0@3354 1@17643 0@6371,2
7,,No Place Like You,Maddie & Tae,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",0.04807107150554657,0.9519289284944534,"('ltable_Song_Name', 'ltable_Artist_Name')","['Extra Extra Credit', 'Wiz Khalifa']","['No Place Like You', 'Maddie & Tae']",0@3354 1@17643 0@6304,2
8,,No Place Like You,Wiz Khalifa,Start Here,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",0.08491417020559311,0.9150858297944069,"('ltable_Song_Name', 'ltable_Album_Name')","['Extra Extra Credit', 'Flight School']","['No Place Like You', 'Start Here']",0@3354 1@17643 0@6304,2
15,,Make Some Noise ( Skidka Remix Radio Edit ) [ feat . Ben McInerney ],Wiz Khalifa,Dance ( RED ) Save Lives [ Presented By TiÌÇsto ],"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",0.0026255594566464424,0.9973744405433536,"('ltable_Song_Name', 'ltable_Album_Name')","['Extra Extra Credit', 'Flight School']","['Make Some Noise ( Skidka Remix Radio Edit ) [ feat . Ben McInerney ]', 'Dance ( RED ) Save Lives [ Presented By TiÌÇsto ]']",0@3354 1@17643 0@6368,2
14,,Make Some Noise ( Skidka Remix Radio Edit ) [ feat . Ben McInerney ],TiÌÇsto & Swanky Tunes,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",0.004199096467345953,0.995800903532654,"('ltable_Song_Name', 'ltable_Artist_Name')","['Extra Extra Credit', 'Wiz Khalifa']","['Make Some Noise ( Skidka Remix Radio Edit ) [ feat . Ben McInerney ]', 'TiÌÇsto & Swanky Tunes']",0@3354 1@17643 0@6368,2
25,,I Believe,Wiz Khalifa,Honey ( Music from & Inspired By the Motion Picture ),"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",0.39626333117485046,0.6037366688251495,"('ltable_Song_Name', 'ltable_Album_Name')","['Extra Extra Credit', 'Flight School']","['I Believe', 'Honey ( Music from & Inspired By the Motion Picture )']",0@3354 1@17643 0@2920,2
22,,The End ( Radio Edit ),Wiz Khalifa,Dance ( RED ) Save Lives [ Presented By TiÌÇsto ],"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",0.08780594915151596,0.912194050848484,"('ltable_Song_Name', 'ltable_Album_Name')","['Extra Extra Credit', 'Flight School']","['The End ( Radio Edit )', 'Dance ( RED ) Save Lives [ Presented By TiÌÇsto ]']",0@3354 1@17643 0@6374,2
24,,I Believe,Yolanda Adams,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",0.2812871038913727,0.7187128961086273,"('ltable_Song_Name', 'ltable_Artist_Name')","['Extra Extra Credit', 'Wiz Khalifa']","['I Believe', 'Yolanda Adams']",0@3354 1@17643 0@2920,2
21,,The End ( Radio Edit ),Tommy Trash,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",0.1890708953142166,0.8109291046857834,"('ltable_Song_Name', 'ltable_Artist_Name')","['Extra Extra Credit', 'Wiz Khalifa']","['The End ( Radio Edit )', 'Tommy Trash']",0@3354 1@17643 0@6374,2
1136,,Extra Extra Credit,Martin Solveig,Dance ( RED ) Save Lives [ Presented By TiÌÇsto ],"Dance , Music , Electronic",Album Only,‰ ãÑ 2012 Musical Freedom Label Ltd.,5:59,27-Nov-12,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",0.07278425246477127,0.9272157475352287,"('ltable_Artist_Name', 'ltable_Album_Name', 'ltable_Genre', 'ltable_Price', 'ltable_CopyRight', 'ltable_Time', 'ltable_Released')","['Wiz Khalifa', 'Flight School', 'Hip-Hop/Rap , Music', '$ 0.99', '2009 Rostrum Records', '4:03', '17-Apr-09']","['Martin Solveig', 'Dance ( RED ) Save Lives [ Presented By TiÌÇsto ]', 'Dance , Music , Electronic', 'Album Only', '‰ ãÑ 2012 Musical Freedom Label Ltd.', '5:59', '27-Nov-12']",0@3354 1@17643 0@6373,7
1128,,Extra Extra Credit,Dada Life,Dance ( RED ) Save Lives [ Presented By TiÌÇsto ],"Dance , Music , Electronic",Album Only,‰ ãÑ 2012 Musical Freedom Label Ltd.,3:14,27-Nov-12,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",0.36110720038414,0.63889279961586,"('ltable_Artist_Name', 'ltable_Album_Name', 'ltable_Genre', 'ltable_Price', 'ltable_CopyRight', 'ltable_Time', 'ltable_Released')","['Wiz Khalifa', 'Flight School', 'Hip-Hop/Rap , Music', '$ 0.99', '2009 Rostrum Records', '4:03', '17-Apr-09']","['Dada Life', 'Dance ( RED ) Save Lives [ Presented By TiÌÇsto ]', 'Dance , Music , Electronic', 'Album Only', '‰ ãÑ 2012 Musical Freedom Label Ltd.', '3:14', '27-Nov-12']",0@3354 1@17643 0@6371,7
1096,,Extra Extra Credit,Maddie & Tae,Start Here,"Country , Music , Rock , Contemporary Country , Pop , Pop/Rock , Honky Tonk",$ 1.29,"‰ ãÑ 2015 Republic Records , a Division of UMG Recordings , Inc. ( Dot Records )",3:20,28-Aug-15,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",0.025929797440767288,0.9740702025592327,"('ltable_Artist_Name', 'ltable_Album_Name', 'ltable_Genre', 'ltable_Price', 'ltable_CopyRight', 'ltable_Time', 'ltable_Released')","['Wiz Khalifa', 'Flight School', 'Hip-Hop/Rap , Music', '$ 0.99', '2009 Rostrum Records', '4:03', '17-Apr-09']","['Maddie & Tae', 'Start Here', 'Country , Music , Rock , Contemporary Country , Pop , Pop/Rock , Honky Tonk', '$ 1.29', '‰ ãÑ 2015 Republic Records , a Division of UMG Recordings , Inc. ( Dot Records )', '3:20', '28-Aug-15']",0@3354 1@17643 0@6304,7
