,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,alteredAttributes,match_score,label
0,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,English Girls Approximately,Ryan Adams,Love Is Hell,Rock,$ 1.29,"( C ) 2004 UMG Recordings , Inc.",5:40,"May 3 , 2004","{'rtable_Released', 'rtable_Genre', 'rtable_Song_Name', 'rtable_Artist_Name', 'rtable_Price', 'rtable_Time', 'rtable_Album_Name', 'rtable_CopyRight'}",0.03712788596749306,
255,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",,0.9959348440170288,
1,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,English Girls Approximately,Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009","('rtable_Song_Name',)",0.9889551997184752,
2,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Ryan Adams,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009","('rtable_Artist_Name',)",0.927499294281006,
3,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Love Is Hell,Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009","('rtable_Album_Name',)",0.3881456851959228,
4,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rock,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009","('rtable_Genre',)",0.994403839111328,
5,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 1.29,2013 Mad Decent,4:03,"April 17 , 2009","('rtable_Price',)",0.994202196598053,
6,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,"( C ) 2004 UMG Recordings , Inc.",4:03,"April 17 , 2009","('rtable_CopyRight',)",0.9956753849983216,
7,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,5:40,"April 17 , 2009","('rtable_Time',)",0.9940552711486816,
8,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"May 3 , 2004","('rtable_Released',)",0.9941644072532654,
9,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,English Girls Approximately,Ryan Adams,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009","('rtable_Song_Name', 'rtable_Artist_Name')",0.9506759643554688,
10,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,English Girls Approximately,Wiz Khalifa,Love Is Hell,Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009","('rtable_Song_Name', 'rtable_Album_Name')",0.8307281136512756,
11,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,English Girls Approximately,Wiz Khalifa,Flight School [ Explicit ],Rock,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009","('rtable_Song_Name', 'rtable_Genre')",0.9877219796180724,
12,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,English Girls Approximately,Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 1.29,2013 Mad Decent,4:03,"April 17 , 2009","('rtable_Song_Name', 'rtable_Price')",0.9882949590682985,
13,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,English Girls Approximately,Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,"( C ) 2004 UMG Recordings , Inc.",4:03,"April 17 , 2009","('rtable_Song_Name', 'rtable_CopyRight')",0.9845728278160096,
14,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,English Girls Approximately,Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,5:40,"April 17 , 2009","('rtable_Song_Name', 'rtable_Time')",0.9876030087471008,
15,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,English Girls Approximately,Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"May 3 , 2004","('rtable_Song_Name', 'rtable_Released')",0.9876739382743835,
16,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Ryan Adams,Love Is Hell,Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009","('rtable_Artist_Name', 'rtable_Album_Name')",0.073944367468357,
17,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Ryan Adams,Flight School [ Explicit ],Rock,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009","('rtable_Artist_Name', 'rtable_Genre')",0.972221851348877,
18,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Ryan Adams,Flight School [ Explicit ],Rap & Hip-Hop,$ 1.29,2013 Mad Decent,4:03,"April 17 , 2009","('rtable_Artist_Name', 'rtable_Price')",0.9812163710594176,
19,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Ryan Adams,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,"( C ) 2004 UMG Recordings , Inc.",4:03,"April 17 , 2009","('rtable_Artist_Name', 'rtable_CopyRight')",0.9896124005317688,
20,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Ryan Adams,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,5:40,"April 17 , 2009","('rtable_Artist_Name', 'rtable_Time')",0.9792987108230592,
21,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Ryan Adams,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"May 3 , 2004","('rtable_Artist_Name', 'rtable_Released')",0.9785093665122986,
22,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Love Is Hell,Rock,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009","('rtable_Album_Name', 'rtable_Genre')",0.3890503346920013,
23,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Love Is Hell,Rap & Hip-Hop,$ 1.29,2013 Mad Decent,4:03,"April 17 , 2009","('rtable_Album_Name', 'rtable_Price')",0.6033650636672974,
24,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Love Is Hell,Rap & Hip-Hop,$ 0.99,"( C ) 2004 UMG Recordings , Inc.",4:03,"April 17 , 2009","('rtable_Album_Name', 'rtable_CopyRight')",0.5776948928833008,
25,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Love Is Hell,Rap & Hip-Hop,$ 0.99,2013 Mad Decent,5:40,"April 17 , 2009","('rtable_Album_Name', 'rtable_Time')",0.613860011100769,
26,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Love Is Hell,Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"May 3 , 2004","('rtable_Album_Name', 'rtable_Released')",0.5956761240959167,
27,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rock,$ 1.29,2013 Mad Decent,4:03,"April 17 , 2009","('rtable_Genre', 'rtable_Price')",0.993290901184082,
28,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rock,$ 0.99,"( C ) 2004 UMG Recordings , Inc.",4:03,"April 17 , 2009","('rtable_Genre', 'rtable_CopyRight')",0.9943475127220154,
29,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rock,$ 0.99,2013 Mad Decent,5:40,"April 17 , 2009","('rtable_Genre', 'rtable_Time')",0.992972493171692,
30,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rock,$ 0.99,2013 Mad Decent,4:03,"May 3 , 2004","('rtable_Genre', 'rtable_Released')",0.99335515499115,
31,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2004 UMG Recordings , Inc.",4:03,"April 17 , 2009","('rtable_Price', 'rtable_CopyRight')",0.994224727153778,
32,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 1.29,2013 Mad Decent,5:40,"April 17 , 2009","('rtable_Price', 'rtable_Time')",0.9923232793807985,
