,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,label
0,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,139.0,panasonic kx-tg9342t cordless phone,"1 x phone line ( s ) black , metallic",nan,0
1,canon silver powershot digital camera sd880is,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,139.0,panasonic kx-tg9342t cordless phone,"1 x phone line ( s ) black , metallic",nan,0
2,sony bravia theater black micro system davis50b,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,139.0,panasonic kx-tg9342t cordless phone,"1 x phone line ( s ) black , metallic",nan,0
3,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,139.0,panasonic kx-tg9342t cordless phone,"1 x phone line ( s ) black , metallic",nan,0
4,panasonic black 8.5 ' portable dvd player dvdls83,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,139.0,panasonic kx-tg9342t cordless phone,"1 x phone line ( s ) black , metallic",nan,0
5,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t,panasonic black 8.5 ' portable dvd player dvdls83 8.5 ' free style wide screen lcd display 6 hour battery multi format playback dual headphone jacks divx playback car dc adapter included black finish,139.0,panasonic kx-tg9342t cordless phone,"1 x phone line ( s ) black , metallic",nan,0
6,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,139.0,panasonic kx-tg9342t cordless phone,"1 x phone line ( s ) black , metallic",nan,0
7,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t,sony bravia theater black micro system davis50b 5.1-channel surround sound golf ball-sized speakers compact design s-air digital wireless capability hdmi connectivity bravia sync digital cinema sound ( dcs ) technology s-master digital amplifier portable audio enhancer black finish,139.0,panasonic kx-tg9342t cordless phone,"1 x phone line ( s ) black , metallic",nan,0
8,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t,canon silver powershot digital camera sd880is 10 megapixel 4x optical zoom optical image stabilizer 3.0 ' purecolor lcd ii digic 4 image processor face detection self-timer red-eye correction 19 shooting modes print/share button silver finish,139.0,panasonic kx-tg9342t cordless phone,"1 x phone line ( s ) black , metallic",nan,0
9,olympus black 10 megapixels digital camera sp565uz,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,139.0,panasonic kx-tg9342t cordless phone,"1 x phone line ( s ) black , metallic",nan,0
